id,oldPath,newPath,status,candidate_count,candidates
cmoh2g76f001in60dof7tbbes,incoming/food-research-process-2026-04-20/05-foodtech-alt-protein-and-innovation/a3cb60c976-hooked-foods-enkelt-gott-naringsrikt-100-veganskt-saklart-for-allas-basta.pdf,"research/arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Hooked Foods - Enkelt, Gott & Näringsrikt. 100% Veganskt såklart, för allas bästa!.pdf",auto,1,"research/arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Hooked Foods - Enkelt, Gott & Näringsrikt. 100% Veganskt såklart, för allas bästa!.pdf"
cmoh2g771001jn60db7nsmws2,incoming/food-research-process-2026-04-20/05-foodtech-alt-protein-and-innovation/9f669f688d-hooked-foods-files-for-bankruptcy-after-seven-year-push-to-crack-plant-based-seafood-ppti-news.pdf,research/arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Hooked Foods files for bankruptcy after seven-year push to crack plant-based seafood _ PPTI News.pdf,auto,1,research/arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Hooked Foods files for bankruptcy after seven-year push to crack plant-based seafood _ PPTI News.pdf
cmoh2g77k001kn60di2jfho88,incoming/food-research-process-2026-04-20/05-foodtech-alt-protein-and-innovation/6b70cd3a75-infarm-closes-copenhagen-operations-amid-ongoing-strategy-shift.pdf,research/arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Infarm closes Copenhagen operations amid ongoing ‘strategy shift’.pdf,auto,1,research/arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Infarm closes Copenhagen operations amid ongoing ‘strategy shift’.pdf
cmoh2g77z001ln60d0e10xzfw,incoming/food-research-process-2026-04-20/05-foodtech-alt-protein-and-innovation/7dff9e2bef-insect-producer-seeks-reconstruction-in-the-face-of-bankruptcy-the-fish-site.pdf,research/arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Insect producer seeks reconstruction in the face of bankruptcy _ The Fish Site.pdf,auto,1,research/arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Insect producer seeks reconstruction in the face of bankruptcy _ The Fish Site.pdf
cmoh2g78h001mn60db9x5g36j,incoming/food-research-process-2026-04-20/05-foodtech-alt-protein-and-innovation/66a7e4f526-lessons-from-vertical-farming-bankruptcies-layoffs-and-closures-in-2023.pdf,"research/arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Lessons from vertical farming bankruptcies, layoffs, and closures in 2023.pdf",auto,1,"research/arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Lessons from vertical farming bankruptcies, layoffs, and closures in 2023.pdf"
cmoh2g792001nn60dimmbp5sx,incoming/food-research-process-2026-04-20/05-foodtech-alt-protein-and-innovation/1bc93c7e05-mycoprotein-producer-mycorena-s-bankruptcy-setback-or-fresh-start.pdf,research/arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Mycoprotein Producer Mycorena’s Bankruptcy_ Setback or Fresh Start_.pdf,auto,1,research/arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Mycoprotein Producer Mycorena’s Bankruptcy_ Setback or Fresh Start_.pdf
cmoh2g79h001on60dbhajmvh1,incoming/food-research-process-2026-04-20/05-foodtech-alt-protein-and-innovation/480ff1d656-mycorena-files-for-bankruptcy-seeks-new-ownership-to-continue-pioneering-mycoprotein-ingredients-vegconomist-the-vegan-business-magazine.pdf,"research/arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Mycorena Files for Bankruptcy, Seeks New Ownership to Continue Pioneering Mycoprotein Ingredients - vegconomist - the vegan business magazine.pdf",auto,1,"research/arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Mycorena Files for Bankruptcy, Seeks New Ownership to Continue Pioneering Mycoprotein Ingredients - vegconomist - the vegan business magazine.pdf"
cmoh2g7ac001pn60dmjgifbfn,incoming/food-research-process-2026-04-20/05-foodtech-alt-protein-and-innovation/f51cbae9c5-naplasol-acquires-mycorena-to-boost-the-mycelium-and-alt-protein-market-tech-eu.pdf,research/arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Naplasol acquires Mycorena to boost the mycelium and alt-protein market - Tech.eu.pdf,auto,1,research/arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Naplasol acquires Mycorena to boost the mycelium and alt-protein market - Tech.eu.pdf
cmoh2g7aw001qn60dakdpk7n5,incoming/food-research-process-2026-04-20/05-foodtech-alt-protein-and-innovation/53aba822a6-protix-join-the-future-of-food-today.pdf,research/arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Protix - Join the future of food today.pdf,auto,1,research/arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Protix - Join the future of food today.pdf
cmoh2g7bc001rn60dob4lrcz1,incoming/food-research-process-2026-04-20/05-foodtech-alt-protein-and-innovation/4f4994d86f-stockeld-dreamery-shuts-down-citing-a-decline-in-the-plant-based-category-vegconomist-the-vegan-business-magazine.pdf,"research/arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Stockeld Dreamery Shuts Down, Citing a Decline in the Plant-Based Category - vegconomist - the vegan business magazine.pdf",auto,1,"research/arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Stockeld Dreamery Shuts Down, Citing a Decline in the Plant-Based Category - vegconomist - the vegan business magazine.pdf"
cmoh2g7bu001sn60d4ipltjhc,incoming/food-research-process-2026-04-20/05-foodtech-alt-protein-and-innovation/082f2937bd-sweden-s-hooked-foods-closes-down-after-seven-years-of-operations-vegconomist-the-vegan-business-magazine.pdf,research/arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Sweden's Hooked Foods Closes Down After Seven Years of Operations - vegconomist - the vegan business magazine.pdf,auto,1,research/arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Sweden's Hooked Foods Closes Down After Seven Years of Operations - vegconomist - the vegan business magazine.pdf
cmoh2g7c9001tn60dv1qcatj2,incoming/food-research-process-2026-04-20/05-foodtech-alt-protein-and-innovation/62db8399fd-swedish-foodtech-startup-restructures-through-acquisition-after-bankruptcy-filing-arcticstartup.pdf,research/arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Swedish foodtech startup restructures through acquisition after bankruptcy filing - ArcticStartup.pdf,auto,1,research/arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Swedish foodtech startup restructures through acquisition after bankruptcy filing - ArcticStartup.pdf
cmoh2g7co001un60d8mmtxun7,incoming/food-research-process-2026-04-20/05-foodtech-alt-protein-and-innovation/0dc83513b4-swedish-vertical-farming-company-plantagon-international-bankrupt.pdf,research/arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Swedish vertical farming company Plantagon International bankrupt.pdf,auto,1,research/arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Swedish vertical farming company Plantagon International bankrupt.pdf
cmoh2g7d7001vn60der5akrn3,incoming/food-research-process-2026-04-20/05-foodtech-alt-protein-and-innovation/559ac48dbd-the-nordic-alternative-protein-research-ecosystem-gfi-europe.pdf,research/arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/The Nordic alternative protein research ecosystem - GFI Europe.pdf,auto,1,research/arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/The Nordic alternative protein research ecosystem - GFI Europe.pdf
cmoh2g7dq001wn60dssqowh7d,incoming/food-research-process-2026-04-20/05-foodtech-alt-protein-and-innovation/28730e1058-vegan-cheese-startup-stockeld-dreamery-shuts-as-plant-based-decline-foils-funding-plans.pdf,research/arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Vegan Cheese Startup Stockeld Dreamery Shuts As Plant-Based Decline Foils Funding Plans.pdf,auto,1,research/arkiv-sortert/Food Research Process 20.04.26/05_Foodtech_Alt_Protein_And_Innovation/Vegan Cheese Startup Stockeld Dreamery Shuts As Plant-Based Decline Foils Funding Plans.pdf
cmoh2g7ek001xn60dxvb4mhpy,incoming/food-research-process-2026-04-20/06-company-and-annual-reports/72a18173d8-2021-impact-report-eng.pdf,research/arkiv-sortert/Food Research Process 20.04.26/06_Company_And_Annual_Reports/2021 Impact Report ENG.pdf,auto,1,research/arkiv-sortert/Food Research Process 20.04.26/06_Company_And_Annual_Reports/2021 Impact Report ENG.pdf
cmoh2g7fs001yn60dvco2zjgn,incoming/food-research-process-2026-04-20/06-company-and-annual-reports/01bdfb4dbe-2022-impact-report-eng.pdf,research/arkiv-sortert/Food Research Process 20.04.26/06_Company_And_Annual_Reports/2022 Impact Report ENG.pdf,auto,1,research/arkiv-sortert/Food Research Process 20.04.26/06_Company_And_Annual_Reports/2022 Impact Report ENG.pdf
cmoh2g7gf001zn60dothui82u,incoming/food-research-process-2026-04-20/06-company-and-annual-reports/7b0646623b-2023-impact-report-eng-na.pdf,research/arkiv-sortert/Food Research Process 20.04.26/06_Company_And_Annual_Reports/2023 Impact Report ENG-NA.pdf,auto,1,research/arkiv-sortert/Food Research Process 20.04.26/06_Company_And_Annual_Reports/2023 Impact Report ENG-NA.pdf
cmoh2g7gy0020n60dkw3aknrq,incoming/food-research-process-2026-04-20/06-company-and-annual-reports/37157a71fd-2024-environmental-footprint-report-eng.pdf,research/arkiv-sortert/Food Research Process 20.04.26/06_Company_And_Annual_Reports/2024 Environmental Footprint Report ENG.pdf,auto,1,research/arkiv-sortert/Food Research Process 20.04.26/06_Company_And_Annual_Reports/2024 Environmental Footprint Report ENG.pdf
cmoh2g7hi0021n60dbshao8zj,incoming/food-research-process-2026-04-20/06-company-and-annual-reports/4af370e451-2024-impact-report-too-good-to-go-us-ca.pdf,research/arkiv-sortert/Food Research Process 20.04.26/06_Company_And_Annual_Reports/2024 Impact Report - Too Good To Go - US_CA.pdf,auto,1,research/arkiv-sortert/Food Research Process 20.04.26/06_Company_And_Annual_Reports/2024 Impact Report - Too Good To Go - US_CA.pdf
cmoh2g7i00022n60dnqocje32,incoming/food-research-process-2026-04-20/06-company-and-annual-reports/beee685b89-2025-cargill-annual-report.pdf,research/arkiv-sortert/Food Research Process 20.04.26/06_Company_And_Annual_Reports/2025-Cargill-Annual-Report.pdf,auto,1,research/arkiv-sortert/Food Research Process 20.04.26/06_Company_And_Annual_Reports/2025-Cargill-Annual-Report.pdf
cmoh2g7je0023n60dgjigvlz0,incoming/food-research-process-2026-04-20/06-company-and-annual-reports/7bda968b6d-annual-report-2024.pdf,research/evidence-pack/arsrapporter/salling-group-2024.pdf,auto_canonical,2,research/arkiv-sortert/Food Research Process 20.04.26/06_Company_And_Annual_Reports/Annual report 2024.pdf | research/evidence-pack/arsrapporter/salling-group-2024.pdf
cmoh2g7k20024n60dehr89pz1,incoming/food-research-process-2026-04-20/06-company-and-annual-reports/94b68068c8-barekraft-i-asko-2024.pdf,research/evidence-pack/arsrapporter/asko-barekraft-2024.pdf,auto_canonical,2,research/arkiv-sortert/Food Research Process 20.04.26/06_Company_And_Annual_Reports/barekraft-i-asko-2024.pdf | research/evidence-pack/arsrapporter/asko-barekraft-2024.pdf
cmoh2g7ko0025n60dcwn1goud,incoming/food-research-process-2026-04-20/06-company-and-annual-reports/408e0ce333-cheffelo-arsredovisning-hallbarhetsrapport-2025-se.pdf,research/arkiv-sortert/Food Research Process 20.04.26/06_Company_And_Annual_Reports/Cheffelo_Arsredovisning_Hallbarhetsrapport_2025_SE.pdf,auto,1,research/arkiv-sortert/Food Research Process 20.04.26/06_Company_And_Annual_Reports/Cheffelo_Arsredovisning_Hallbarhetsrapport_2025_SE.pdf
cmoh2g7lv0026n60dcolj78t1,incoming/food-research-process-2026-04-20/06-company-and-annual-reports/d9aab84f2b-matsmart-ars-och-hallbarhetsredovisning-2024.pdf,research/arkiv-sortert/Food Research Process 20.04.26/06_Company_And_Annual_Reports/Matsmart-Ars-och-hallbarhetsredovisning-2024.pdf,auto,1,research/arkiv-sortert/Food Research Process 20.04.26/06_Company_And_Annual_Reports/Matsmart-Ars-och-hallbarhetsredovisning-2024.pdf
cmoh2g7n40027n60djsyd3nqt,incoming/food-research-process-2026-04-20/06-company-and-annual-reports/efd268f5c7-ng-ars-og-barekraftsrapport-2024.pdf,research/arkiv-sortert/Food Research Process 20.04.26/06_Company_And_Annual_Reports/ng_ars--og-barekraftsrapport-2024.pdf,auto,1,research/arkiv-sortert/Food Research Process 20.04.26/06_Company_And_Annual_Reports/ng_ars--og-barekraftsrapport-2024.pdf
cmoh2g7o40028n60d4tu6kv90,incoming/food-research-process-2026-04-20/06-company-and-annual-reports/9aca785b0e-reitan-retail-2025-oppslag.pdf,research/evidence-pack/arsrapporter/reitan-retail-2024.pdf,auto_canonical,3,research/arkiv-sortert/Food Research Process 20.04.26/06_Company_And_Annual_Reports/Reitan Retail 2025_Oppslag.pdf | research/arkiv-sortert/Food Research Process 20.04.26/99_Exact_Duplicates/Reitan Retail 2025_Oppslag (1).pdf | research/evidence-pack/arsrapporter/reitan-retail-2024.pdf
cmoh2g7om0029n60dw09r7koo,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/a485999866-resilience-science-must-knows-landmark-report-shows-how-decision-makers-can-manage-global-crises-stockholm-resilience-centre.pdf,research/arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/“Resilience Science Must-Knows”_ Landmark report shows how decision-makers can manage global crises - Stockholm Resilience Centre.pdf,auto,1,research/arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/“Resilience Science Must-Knows”_ Landmark report shows how decision-makers can manage global crises - Stockholm Resilience Centre.pdf
cmoh2g7p2002an60drfxf9j3c,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/833e96081e-1-s2-0-s0959378025000019-main.pdf,research/arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/1-s2.0-S0959378025000019-main.pdf,auto,1,research/arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/1-s2.0-S0959378025000019-main.pdf
cmoh2g7pg002bn60d3no9o8v4,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/4481d7002c-1-s2-0-s2772801325000028-main.pdf,research/arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/1-s2.0-S2772801325000028-main.pdf,auto,1,research/arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/1-s2.0-S2772801325000028-main.pdf
cmoh2g7q1002cn60d35oif697,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/f7cdfc25a0-1-s2-0-s2949750726000040-main.pdf,research/arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/1-s2.0-S2949750726000040-main.pdf,auto,1,research/arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/1-s2.0-S2949750726000040-main.pdf
cmoh2g7qi002dn60d4uiyqd0j,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/8553635de7-1-s2-0-s3050835525000087-main.pdf,research/arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/1-s2.0-S3050835525000087-main.pdf,auto,1,research/arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/1-s2.0-S3050835525000087-main.pdf
cmoh2g7qy002en60dc1e3ndwe,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/7e1efe8911-1-s2-0-s305083552600001x-main.pdf,research/arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/1-s2.0-S305083552600001X-main.pdf,auto,1,research/arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/1-s2.0-S305083552600001X-main.pdf
cmoh2g7se002fn60dzyftzg51,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/3c4874bccf-250221-icagruppen-annual-report-2024.pdf,research/evidence-pack/arsrapporter/ica-gruppen-annual-report-2024.pdf,auto_canonical,2,research/arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/250221_icagruppen_annual_report_2024.pdf | research/evidence-pack/arsrapporter/ica-gruppen-annual-report-2024.pdf
cmoh2g7t1002gn60dsaa05wji,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/62e3dc1040-978-952-03-2923-5.pdf,research/evidence-pack/akademia/lehtokunnas-phd-2023.pdf,auto_canonical,2,research/arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/978-952-03-2923-5.pdf | research/evidence-pack/akademia/lehtokunnas-phd-2023.pdf
cmoh2g7tf002hn60dfusr84ka,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/8feb1b6cc6-aarsrapport-daglegvaretilsynet-2022.pdf,research/evidence-pack/offentlig/dagligvaretilsynet-aarsrapport-2022.pdf,auto_canonical,3,research/arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/Aarsrapport-Daglegvaretilsynet-2022.pdf | research/arkiv-sortert/Food Research Process 20.04.26/99_Exact_Duplicates/Årsrapport+for+Daglegvaretilsynet+2022. (1).pdf | research/evidence-pack/offentlig/dagligvaretilsynet-aarsrapport-2022.pdf
cmoh2g7tu002in60dhd6p13hv,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/596c3048e4-about-oecd-environmental-performance-reviews-brochure-2022-web.pdf,research/arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/about-oecd-environmental-performance-reviews-brochure-2022-web.pdf,auto_canonical,2,research/arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/about-oecd-environmental-performance-reviews-brochure-2022-web.pdf | research/arkiv-sortert/Food Research Process 20.04.26/99_Exact_Duplicates/about-oecd-environmental-performance-reviews-brochure-2022-web (1).pdf
cmoh2g7ua002jn60dkmqe71em,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/ecc1e56f94-adlers-s-220222.pdf,research/evidence-pack/akademia/adlers-2022.pdf,auto_canonical,2,research/arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/adlers_s_220222.pdf | research/evidence-pack/akademia/adlers-2022.pdf
cmoh2g7ut002kn60dofmfvhb5,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/453da8163d-bama-og-coop-ma-slutte-a-motarbeide-frukt-framtiden-i-vare-hender.pdf,research/arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/Bama og Coop må slutte å motarbeide frukt-… _ Framtiden i våre hender.pdf,auto,1,research/arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/Bama og Coop må slutte å motarbeide frukt-… _ Framtiden i våre hender.pdf
cmoh2g7va002ln60dgqdjmzib,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/f2e9e64b95-bilgic2025tht-vor.pdf,research/arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/Bilgic2025tht_VoR.pdf,auto,1,research/arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/Bilgic2025tht_VoR.pdf
cmoh2g7vu002mn60dq93aa2ox,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/e627428c94-cellar-1fefebb0-1b4e-11ee-806b-01aa75ed71a1-0001-02-doc-2.pdf,research/arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/cellar_1fefebb0-1b4e-11ee-806b-01aa75ed71a1.0001.02_DOC_2.pdf,auto,1,research/arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/cellar_1fefebb0-1b4e-11ee-806b-01aa75ed71a1.0001.02_DOC_2.pdf
cmoh2g7wm002nn60dp0c9nlqs,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/b2260530c2-cellar-1fefebb0-1b4e-11ee-806b-01aa75ed71a1-0001-02-doc-3.pdf,research/arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/cellar_1fefebb0-1b4e-11ee-806b-01aa75ed71a1.0001.02_DOC_3.pdf,auto,1,research/arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/cellar_1fefebb0-1b4e-11ee-806b-01aa75ed71a1.0001.02_DOC_3.pdf
cmoh2g7x8002on60dp37iig72,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/4c1e829dd6-cellar-1fefebb0-1b4e-11ee-806b-01aa75ed71a1-0001-02-doc-4.pdf,research/arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/cellar_1fefebb0-1b4e-11ee-806b-01aa75ed71a1.0001.02_DOC_4.pdf,auto,1,research/arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/cellar_1fefebb0-1b4e-11ee-806b-01aa75ed71a1.0001.02_DOC_4.pdf
cmoh2g7xq002pn60dem80bu24,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/e36f2878e9-cellar-1fefebb0-1b4e-11ee-806b-01aa75ed71a1-0001-02-doc-5.pdf,research/arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/cellar_1fefebb0-1b4e-11ee-806b-01aa75ed71a1.0001.02_DOC_5.pdf,auto,1,research/arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/cellar_1fefebb0-1b4e-11ee-806b-01aa75ed71a1.0001.02_DOC_5.pdf
cmoh2g7y3002qn60db9h8xn98,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/8cbe26254c-cheffelo-publicerar-trading-update-for-q1-2026.pdf,research/arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/cheffelo-publicerar-trading-update-for-q1-2026.pdf,auto,1,research/arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/cheffelo-publicerar-trading-update-for-q1-2026.pdf
cmoh2g7yk002rn60dqi6ca5na,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/8bef9b1b2d-chen-q-et-al-2021.pdf,research/arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/Chen_Q_et_al_2021.pdf,auto,1,research/arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/Chen_Q_et_al_2021.pdf
cmoh2g7zj002sn60d0ur6di3v,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/743e935f8b-coop-norge-sa-arsrapport-2024-hr-1.pdf,research/evidence-pack/arsrapporter/coop-norge-2024.pdf,auto_canonical,2,research/arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/Coop_Norge_SA_årsrapport_2024_HR_1.pdf | research/evidence-pack/arsrapporter/coop-norge-2024.pdf
cmoh2g7zz002tn60dt98h5s2r,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/00b7bf7938-coop-danmark-aarsrapport-2024.pdf,research/evidence-pack/arsrapporter/coop-danmark-2024.pdf,auto_canonical,3,research/arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/coop-danmark-aarsrapport-2024.pdf | research/arkiv-sortert/Food Research Process 20.04.26/99_Exact_Duplicates/coop-danmark-aarsrapport-2024 (1).pdf | research/evidence-pack/arsrapporter/coop-danmark-2024.pdf
cmoh2g80h002un60d2piarpla,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/5439ddcd60-drager-og-vagene.pdf,research/evidence-pack/akademia/drager-vagene-2017.pdf,auto_canonical,2,research/arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/drager-og-vagene.pdf | research/evidence-pack/akademia/drager-vagene-2017.pdf
cmoh2g80w002vn60dntxzwa2o,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/f11446f179-dynamics-in-the-swedish-grocery-retail-industry.pdf,research/evidence-pack/akademia/kayhan-ronnback-2019.pdf,auto_canonical,2,research/arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/Dynamics-in-the-Swedish-Grocery-Retail-Industry.pdf | research/evidence-pack/akademia/kayhan-ronnback-2019.pdf
cmoh2g81c002wn60daome9007,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/1abac3892b-energies-18-04093.pdf,research/arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/energies-18-04093.pdf,auto,1,research/arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/energies-18-04093.pdf
cmoh2g81u002xn60d26m965eo,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/f40fd2d166-etmv-toimintakertomus-2023-liitteineen.pdf,research/evidence-pack/nordisk/finland-food-market-ombudsman-2023.pdf,auto_canonical,2,research/arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/etmv-toimintakertomus-2023-liitteineen.pdf | research/evidence-pack/nordisk/finland-food-market-ombudsman-2023.pdf
cmoh2g82c002yn60di3xxglb4,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/76ed8c3c05-falasconi-etal-2025-sustainability-who-cleans.pdf,research/arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/Falasconi_etal_2025_Sustainability_Who_cleans.pdf,auto,1,research/arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/Falasconi_etal_2025_Sustainability_Who_cleans.pdf
cmoh2g82s002zn60d4u53sc1g,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/3b38896e73-food-for-thought-green-public-procurement-and-organic-food.pdf,research/evidence-pack/akademia/lindstrom-phd-2021.pdf,auto_canonical,3,research/arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/Food-for-Thought-Green-Public-Procurement-and-Organic-Food.pdf | research/arkiv-sortert/Food Research Process 20.04.26/99_Exact_Duplicates/FULLTEXT02 (1).pdf | research/evidence-pack/akademia/lindstrom-phd-2021.pdf
cmoh2g8390030n60dmfgmvrd5,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/4aa258327f-framtiden-i-vare-hender-apner-matbutikk-framtiden-i-vare-hender.pdf,research/arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/Framtiden i våre hender åpner matbutikk! _ Framtiden i våre hender.pdf,auto,1,research/arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/Framtiden i våre hender åpner matbutikk! _ Framtiden i våre hender.pdf
cmoh2g83t0031n60dtszi7ssa,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/8e6cce65c4-gapet-i-klimapolitikken-framtiden-i-vare-hender.pdf,research/arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/Gapet i klimapolitikken _ Framtiden i våre hender.pdf,auto,1,research/arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/Gapet i klimapolitikken _ Framtiden i våre hender.pdf
cmoh2g84e0032n60diwit2cbw,incoming/food-research-process-2026-04-20/07-academic-research-and-theses/31d14da08d-h-khandaker-210712.pdf,research/evidence-pack/akademia/khandaker-2021.pdf,auto_canonical,2,research/arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/h_khandaker_210712.pdf | research/evidence-pack/akademia/khandaker-2021.pdf
