ref,entity_type,problem,severity,suggested_action,priority
"arkiv-sortert/Food Research Process 20.04.26/06_Company_And_Annual_Reports/Matsmart-Ars-och-hallbarhetsredovisning-2024.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/06_Company_And_Annual_Reports/NCE Heidner Biocluster - Norges ledende næringsklynge innen bioøkonomi og bærekraftig matproduksjon.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/06_Company_And_Annual_Reports/Reitan Retail 2025_Oppslag.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/06_Company_And_Annual_Reports/Slik får vi sunn og bærekraftig mat _ Framtiden i våre hender.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/06_Company_And_Annual_Reports/barekraft-i-asko-2024.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/06_Company_And_Annual_Reports/kesko-annual-report-2024.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/06_Company_And_Annual_Reports/ng_ars--og-barekraftsrapport-2024.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/1-s2.0-S0959378025000019-main.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/1-s2.0-S2772801325000028-main.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/1-s2.0-S2949750726000040-main.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/1-s2.0-S3050835525000087-main.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/1-s2.0-S305083552600001X-main.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/250221_icagruppen_annual_report_2024.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/806685_Master_Thesis_Assessment_of_Grocery_eCommerce_in_Scandinavia_jumi18ab.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/978-952-03-2923-5.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/Aarsrapport-Daglegvaretilsynet-2022.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/Bama og Coop må slutte å motarbeide frukt-… _ Framtiden i våre hender.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/Bilgic2025tht_VoR.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/Chen_Q_et_al_2021.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/Coop_Norge_SA_årsrapport_2024_HR_1.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/Dynamics-in-the-Swedish-Grocery-Retail-Industry.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/Falasconi_etal_2025_Sustainability_Who_cleans.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/Food-for-Thought-Green-Public-Procurement-and-Organic-Food.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/Framtiden i våre hender åpner matbutikk! _ Framtiden i våre hender.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/Gapet i klimapolitikken _ Framtiden i våre hender.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/HDR_Afgangsprojekt_maj_2024.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/HDR___Afgangsprojekt___Gruppe_25.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/Hybrid-Supply-Chain-Models-in-Swedish-Grocery-Retail.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/JRC92892_qms_h08_lcind_deliverable5_final_20141125.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/Learning-for-Crisis-Uppsala-County-Food-Security.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/Lina-Orlova_Masteroppgave2019.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/MASTER-EMILIAEPOSITO-.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/Marie+Hebrok.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/Master's Thesis Peppi Segersven.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/Master's Thesis_Mäkelä_Mika.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/Meningsbryteren _ Framtiden i våre hender.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/Nordic-Bankruptcy-Statistics-Report-2024.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/Nordmenn vil spise sunnere og mer… _ Framtiden i våre hender.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/Ny forskning viser at vi kan mangedoble… _ Framtiden i våre hender.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/OrriJohannsson FoodSecurity Final.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/Paola_Federica_Albizzati_thesis.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/PhD_Thesis_Nina_N_rgaard_S_rensen_print_final.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/Philippe_Schuler.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/Plantefonden_Handlingsplan_2026.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/Politics-you-can-Eat-Sodertalje-Food-Supply-Strategy.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/SLU Future Food _ slu.se.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/SRC_Report Nordic Food Systems_ June 2019 adapted.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/SUSFOOD STRATEGIC SCENE review report 2018-final.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/Sundqvist_Henna_Accessible_Summary_03_05_2025.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/Susanne_Helen_Gangstøe_Masteroppgave.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/Til bøndene fra staten_ Er du sikker på at… _ Framtiden i våre hender.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/URN_NBN_fi_jyu-202404243036.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/V2024-4-Offentlig-versjon-Coop-Norge-SA-Norgesgruppen-ASA-Rema-1000-AS-–-palegg-om-opphor-av-overtredelse-.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/Virkninger-av-kostholdstiltak_Menon-Economics-2006.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/about-oecd-environmental-performance-reviews-brochure-2022-web.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/adlers_s_220222.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/cellar_1fefebb0-1b4e-11ee-806b-01aa75ed71a1.0001.02_DOC_2.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/cellar_1fefebb0-1b4e-11ee-806b-01aa75ed71a1.0001.02_DOC_3.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/cellar_1fefebb0-1b4e-11ee-806b-01aa75ed71a1.0001.02_DOC_4.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/cellar_1fefebb0-1b4e-11ee-806b-01aa75ed71a1.0001.02_DOC_5.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/cheffelo-publicerar-trading-update-for-q1-2026.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/coop-danmark-aarsrapport-2024.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/drager-og-vagene.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/energies-18-04093.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/etmv-toimintakertomus-2023-liitteineen.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/h_khandaker_210712.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/hse_ethesis_14678.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/inns-202122-322s.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/luke-luobio_51_2025.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/luke-luobio_83_2023.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/luke_luobio_53_2020.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/master_Duong_Linh_2025.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/masteroppgave__mats_b._simonsen.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/ng_arsrapport-2025-web.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/nikolaev-g-20230724.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/nilsen_paulsen_pass-through-av-ravarepriser-for-kakao--og-kaffeprodukter.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/no.ntnu_inspera_238079456_47063854.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/nord2020-048.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/nord2024-007.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/nord2024-034.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/nou201120110004000dddpdfs.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/nou201320130006000dddpdfs.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/pdf  MARK STEIN  PhD  24  OCT  22.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/prp201920200033000dddpdfs.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/prp202520260004000dddpdfs.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/rapport-gront-rammeverk-ng-2023.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/rapport-gront-rammeverk-ng-2024.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/rapport-gront-rammeverk-ng-2025.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/rapport_2024-4.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/rapport_2024-5.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/stm202420250004000dddpdfs.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/stm202420250025000dddpdfs.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/sturen-f-230831.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/sundin-n-20240612.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/sustainability-18-00459.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/sustainability-18-00475-v2.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/sustainability-18-00495-v3.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/sustainability-18-00530-v3.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/sustainability-18-00543-v2.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/sustainability-18-00545.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/sustainability-18-00546.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/sustainability-18-00548.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/sustainability-18-00549-v2.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/sustainability-18-00551-v2.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/temanord2021-504.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/thesis_food_ng_meile_uniform_pricing_public_version.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/tjostheim--hasle_offentlig-versjon.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/virksomhetsanalysenorgessjomatrad.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/07_Academic_Research_And_Theses/“Resilience Science Must-Knows”_ Landmark report shows how decision-makers can manage global crises - Stockholm Resilience Centre.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Billund Aquaculture _ Bankruptcy _ Factsheet 201509.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Billund Aquaculture to declare bankruptcy amid financial challenges - RASTECH MagazineRASTECH Magazine.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Forsiden - NCCE.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Forskningsrådet - et samfunnsloft for barekraftig for 21nov (2024).pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Forskningsrådet - pa vei mot barekraftig for 20 grep for 2026 (2024).pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Havforskningsinstituttet - Kap 3 Miljoeffeter som folge av utslipp av loste neringssalter fra fiskeoppdrett (2024).pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Ikkje lett å bli klok på sjølvforsyning - Nibio.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Klimakrisen presser norske bønder _ Framtiden i våre hender.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Lite kunnskap om hva laksen spiser _ Nofima.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Mat og produksjon - Norsk Bonde- og Småbrukarlag _ Norsk Bonde- og Småbrukarlag.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Matkjedene skviser bonden _ Framtiden i våre hender.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Matsikkerhet-i-Norge-forsyningsberedskap-masteroppgave-2016.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Milepæl for norsk beredskap - regjeringen.no.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Mittenzwei-mfl-2026-Scenarioanalyse-av-norsk-jordbruk-i-2050.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Norsk sjømatnæring – fra subsidiesluk til pengemaskin _ Nofima.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Ruralis - aas utnyttelse av forressurser i norsk lakseoppdrett i 2020 sluttkonferanse (2024).pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/SINTEF - leveranse l2.1 effekter av organisk utslipp fra havbruk nina (2024).pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/Security of supply in Finland - Huoltovarmuuskeskus.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/importvern_til_godkjenning---sensurert-adobe.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/kvotesystemet_i_kyst_og_havfisket.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/livsmedelsberedskap-for-en-ny-tid-sou-20248.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/matsikkerhet-og-beredskap-pa-landbruksomradet.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/myndighetenes-arbeid-med-fiskehelse-og-fiskevelferd-i-havbruksnaringen.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/reduksjon-av-klimagassutslepp-fra-jordbruket.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/08_Food_Security_Agriculture_And_Seafood/tilskudd-til-klimatiltak.pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/99_Exact_Duplicates/2023-Danish-Action-Plan-for-Plant-based-Foods (1).pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/99_Exact_Duplicates/Årsrapport+Dagligvaretilsynet+2024 (1).pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/99_Exact_Duplicates/Årsrapport+Dagligvaretilsynet+2024 (2).pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/99_Exact_Duplicates/Årsrapport+for+Daglegvaretilsynet+2022. (1).pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
"arkiv-sortert/Food Research Process 20.04.26/99_Exact_Duplicates/Årsrapport_Dagligvaretilsynet+2023 (1).pdf",file,orphan_file,LOW,"Confirm intentional archive copy; otherwise consider removal",
