series_id,country,period,frequency,flow,group_code,group_label,source_name,dataset_or_table_id,unit,value,selection_rule,coverage,comparability,notes
fi_dairy_eggs_imports,FI,2015-01,monthly,imports,dairy_eggs,Dairy and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,1000 EUR,29619.000,04*,broad food group proxy,good for within-country trends; cross-country levels are limited by source units and classification differences,Luke product codes filtered by HS-like prefixes.
fi_dairy_eggs_imports,FI,2015-02,monthly,imports,dairy_eggs,Dairy and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,1000 EUR,27861.000,04*,broad food group proxy,good for within-country trends; cross-country levels are limited by source units and classification differences,Luke product codes filtered by HS-like prefixes.
fi_dairy_eggs_imports,FI,2015-03,monthly,imports,dairy_eggs,Dairy and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,1000 EUR,35481.000,04*,broad food group proxy,good for within-country trends; cross-country levels are limited by source units and classification differences,Luke product codes filtered by HS-like prefixes.
fi_dairy_eggs_imports,FI,2015-04,monthly,imports,dairy_eggs,Dairy and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,1000 EUR,33750.000,04*,broad food group proxy,good for within-country trends; cross-country levels are limited by source units and classification differences,Luke product codes filtered by HS-like prefixes.
fi_dairy_eggs_imports,FI,2015-05,monthly,imports,dairy_eggs,Dairy and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,1000 EUR,31760.000,04*,broad food group proxy,good for within-country trends; cross-country levels are limited by source units and classification differences,Luke product codes filtered by HS-like prefixes.
fi_dairy_eggs_imports,FI,2015-06,monthly,imports,dairy_eggs,Dairy and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,1000 EUR,33035.000,04*,broad food group proxy,good for within-country trends; cross-country levels are limited by source units and classification differences,Luke product codes filtered by HS-like prefixes.
fi_dairy_eggs_imports,FI,2015-07,monthly,imports,dairy_eggs,Dairy and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,1000 EUR,29945.000,04*,broad food group proxy,good for within-country trends; cross-country levels are limited by source units and classification differences,Luke product codes filtered by HS-like prefixes.
fi_dairy_eggs_imports,FI,2015-08,monthly,imports,dairy_eggs,Dairy and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,1000 EUR,30794.000,04*,broad food group proxy,good for within-country trends; cross-country levels are limited by source units and classification differences,Luke product codes filtered by HS-like prefixes.
fi_dairy_eggs_imports,FI,2015-09,monthly,imports,dairy_eggs,Dairy and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,1000 EUR,30986.000,04*,broad food group proxy,good for within-country trends; cross-country levels are limited by source units and classification differences,Luke product codes filtered by HS-like prefixes.
fi_dairy_eggs_imports,FI,2015-10,monthly,imports,dairy_eggs,Dairy and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,1000 EUR,31190.000,04*,broad food group proxy,good for within-country trends; cross-country levels are limited by source units and classification differences,Luke product codes filtered by HS-like prefixes.
fi_dairy_eggs_imports,FI,2015-11,monthly,imports,dairy_eggs,Dairy and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,1000 EUR,31400.000,04*,broad food group proxy,good for within-country trends; cross-country levels are limited by source units and classification differences,Luke product codes filtered by HS-like prefixes.
fi_dairy_eggs_imports,FI,2015-12,monthly,imports,dairy_eggs,Dairy and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,1000 EUR,29759.000,04*,broad food group proxy,good for within-country trends; cross-country levels are limited by source units and classification differences,Luke product codes filtered by HS-like prefixes.
fi_dairy_eggs_imports,FI,2016-01,monthly,imports,dairy_eggs,Dairy and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,1000 EUR,27034.000,04*,broad food group proxy,good for within-country trends; cross-country levels are limited by source units and classification differences,Luke product codes filtered by HS-like prefixes.
fi_dairy_eggs_imports,FI,2016-02,monthly,imports,dairy_eggs,Dairy and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,1000 EUR,29620.000,04*,broad food group proxy,good for within-country trends; cross-country levels are limited by source units and classification differences,Luke product codes filtered by HS-like prefixes.
fi_dairy_eggs_imports,FI,2016-03,monthly,imports,dairy_eggs,Dairy and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,1000 EUR,31750.000,04*,broad food group proxy,good for within-country trends; cross-country levels are limited by source units and classification differences,Luke product codes filtered by HS-like prefixes.
fi_dairy_eggs_imports,FI,2016-04,monthly,imports,dairy_eggs,Dairy and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,1000 EUR,30369.000,04*,broad food group proxy,good for within-country trends; cross-country levels are limited by source units and classification differences,Luke product codes filtered by HS-like prefixes.
fi_dairy_eggs_imports,FI,2016-05,monthly,imports,dairy_eggs,Dairy and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,1000 EUR,28698.000,04*,broad food group proxy,good for within-country trends; cross-country levels are limited by source units and classification differences,Luke product codes filtered by HS-like prefixes.
fi_dairy_eggs_imports,FI,2016-06,monthly,imports,dairy_eggs,Dairy and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,1000 EUR,28266.000,04*,broad food group proxy,good for within-country trends; cross-country levels are limited by source units and classification differences,Luke product codes filtered by HS-like prefixes.
fi_dairy_eggs_imports,FI,2016-07,monthly,imports,dairy_eggs,Dairy and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,1000 EUR,25139.000,04*,broad food group proxy,good for within-country trends; cross-country levels are limited by source units and classification differences,Luke product codes filtered by HS-like prefixes.
fi_dairy_eggs_imports,FI,2016-08,monthly,imports,dairy_eggs,Dairy and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,1000 EUR,30333.000,04*,broad food group proxy,good for within-country trends; cross-country levels are limited by source units and classification differences,Luke product codes filtered by HS-like prefixes.
fi_dairy_eggs_imports,FI,2016-09,monthly,imports,dairy_eggs,Dairy and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,1000 EUR,27548.000,04*,broad food group proxy,good for within-country trends; cross-country levels are limited by source units and classification differences,Luke product codes filtered by HS-like prefixes.
fi_dairy_eggs_imports,FI,2016-10,monthly,imports,dairy_eggs,Dairy and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,1000 EUR,27350.000,04*,broad food group proxy,good for within-country trends; cross-country levels are limited by source units and classification differences,Luke product codes filtered by HS-like prefixes.
fi_dairy_eggs_imports,FI,2016-11,monthly,imports,dairy_eggs,Dairy and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,1000 EUR,29583.000,04*,broad food group proxy,good for within-country trends; cross-country levels are limited by source units and classification differences,Luke product codes filtered by HS-like prefixes.
fi_dairy_eggs_imports,FI,2016-12,monthly,imports,dairy_eggs,Dairy and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,1000 EUR,32615.000,04*,broad food group proxy,good for within-country trends; cross-country levels are limited by source units and classification differences,Luke product codes filtered by HS-like prefixes.
fi_dairy_eggs_imports,FI,2017-01,monthly,imports,dairy_eggs,Dairy and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,1000 EUR,29632.000,04*,broad food group proxy,good for within-country trends; cross-country levels are limited by source units and classification differences,Luke product codes filtered by HS-like prefixes.
fi_dairy_eggs_imports,FI,2017-02,monthly,imports,dairy_eggs,Dairy and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,1000 EUR,27276.000,04*,broad food group proxy,good for within-country trends; cross-country levels are limited by source units and classification differences,Luke product codes filtered by HS-like prefixes.
fi_dairy_eggs_imports,FI,2017-03,monthly,imports,dairy_eggs,Dairy and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,1000 EUR,31405.000,04*,broad food group proxy,good for within-country trends; cross-country levels are limited by source units and classification differences,Luke product codes filtered by HS-like prefixes.
fi_dairy_eggs_imports,FI,2017-04,monthly,imports,dairy_eggs,Dairy and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,1000 EUR,28718.000,04*,broad food group proxy,good for within-country trends; cross-country levels are limited by source units and classification differences,Luke product codes filtered by HS-like prefixes.
fi_dairy_eggs_imports,FI,2017-05,monthly,imports,dairy_eggs,Dairy and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,1000 EUR,33310.000,04*,broad food group proxy,good for within-country trends; cross-country levels are limited by source units and classification differences,Luke product codes filtered by HS-like prefixes.
fi_dairy_eggs_imports,FI,2017-06,monthly,imports,dairy_eggs,Dairy and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,1000 EUR,31217.000,04*,broad food group proxy,good for within-country trends; cross-country levels are limited by source units and classification differences,Luke product codes filtered by HS-like prefixes.
fi_dairy_eggs_imports,FI,2017-07,monthly,imports,dairy_eggs,Dairy and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,1000 EUR,28150.000,04*,broad food group proxy,good for within-country trends; cross-country levels are limited by source units and classification differences,Luke product codes filtered by HS-like prefixes.
fi_dairy_eggs_imports,FI,2017-08,monthly,imports,dairy_eggs,Dairy and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,1000 EUR,31591.000,04*,broad food group proxy,good for within-country trends; cross-country levels are limited by source units and classification differences,Luke product codes filtered by HS-like prefixes.
fi_dairy_eggs_imports,FI,2017-09,monthly,imports,dairy_eggs,Dairy and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,1000 EUR,29392.000,04*,broad food group proxy,good for within-country trends; cross-country levels are limited by source units and classification differences,Luke product codes filtered by HS-like prefixes.
fi_dairy_eggs_imports,FI,2017-10,monthly,imports,dairy_eggs,Dairy and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,1000 EUR,29562.000,04*,broad food group proxy,good for within-country trends; cross-country levels are limited by source units and classification differences,Luke product codes filtered by HS-like prefixes.
fi_dairy_eggs_imports,FI,2017-11,monthly,imports,dairy_eggs,Dairy and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,1000 EUR,30530.000,04*,broad food group proxy,good for within-country trends; cross-country levels are limited by source units and classification differences,Luke product codes filtered by HS-like prefixes.
fi_dairy_eggs_imports,FI,2017-12,monthly,imports,dairy_eggs,Dairy and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,1000 EUR,29349.000,04*,broad food group proxy,good for within-country trends; cross-country levels are limited by source units and classification differences,Luke product codes filtered by HS-like prefixes.
fi_dairy_eggs_imports,FI,2018-01,monthly,imports,dairy_eggs,Dairy and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,1000 EUR,28473.000,04*,broad food group proxy,good for within-country trends; cross-country levels are limited by source units and classification differences,Luke product codes filtered by HS-like prefixes.
fi_dairy_eggs_imports,FI,2018-02,monthly,imports,dairy_eggs,Dairy and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,1000 EUR,28044.000,04*,broad food group proxy,good for within-country trends; cross-country levels are limited by source units and classification differences,Luke product codes filtered by HS-like prefixes.
fi_dairy_eggs_imports,FI,2018-03,monthly,imports,dairy_eggs,Dairy and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,1000 EUR,31597.000,04*,broad food group proxy,good for within-country trends; cross-country levels are limited by source units and classification differences,Luke product codes filtered by HS-like prefixes.
fi_dairy_eggs_imports,FI,2018-04,monthly,imports,dairy_eggs,Dairy and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,1000 EUR,29035.000,04*,broad food group proxy,good for within-country trends; cross-country levels are limited by source units and classification differences,Luke product codes filtered by HS-like prefixes.
fi_dairy_eggs_imports,FI,2018-05,monthly,imports,dairy_eggs,Dairy and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,1000 EUR,30806.000,04*,broad food group proxy,good for within-country trends; cross-country levels are limited by source units and classification differences,Luke product codes filtered by HS-like prefixes.
fi_dairy_eggs_imports,FI,2018-06,monthly,imports,dairy_eggs,Dairy and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,1000 EUR,33754.000,04*,broad food group proxy,good for within-country trends; cross-country levels are limited by source units and classification differences,Luke product codes filtered by HS-like prefixes.
fi_dairy_eggs_imports,FI,2018-07,monthly,imports,dairy_eggs,Dairy and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,1000 EUR,29336.000,04*,broad food group proxy,good for within-country trends; cross-country levels are limited by source units and classification differences,Luke product codes filtered by HS-like prefixes.
fi_dairy_eggs_imports,FI,2018-08,monthly,imports,dairy_eggs,Dairy and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,1000 EUR,33347.000,04*,broad food group proxy,good for within-country trends; cross-country levels are limited by source units and classification differences,Luke product codes filtered by HS-like prefixes.
fi_dairy_eggs_imports,FI,2018-09,monthly,imports,dairy_eggs,Dairy and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,1000 EUR,27402.000,04*,broad food group proxy,good for within-country trends; cross-country levels are limited by source units and classification differences,Luke product codes filtered by HS-like prefixes.
fi_dairy_eggs_imports,FI,2018-10,monthly,imports,dairy_eggs,Dairy and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,1000 EUR,31842.000,04*,broad food group proxy,good for within-country trends; cross-country levels are limited by source units and classification differences,Luke product codes filtered by HS-like prefixes.
fi_dairy_eggs_imports,FI,2018-11,monthly,imports,dairy_eggs,Dairy and eggs,Luke agri-food foreign trade,Luke_maa_Ukaup_kk.px,1000 EUR,31985.000,04*,broad food group proxy,good for within-country trends; cross-country levels are limited by source units and classification differences,Luke product codes filtered by HS-like prefixes.
