"actor_id","canonical_name","aliases","org_number","country","county","municipality","website","actor_kind","circular_category","value_chain_stage","r_ladder_level","circular_mechanism","product_or_stream","status","founding_year","founders_or_key_people","employee_count","revenue_latest","strongest_source","weakest_point","source_class","gap_type","gate","registry_decision","confidence","ikke_si","last_checked"
"car-no-too-good-to-go-norge-as","TOO GOOD TO GO NORGE AS","Too Good To Go Norge","917203261","NO","Oslo","Oslo","https://www.toogoodtogo.com/no","platform","matsvinn/prevention","consumption","R1","app marketplace for surplus food from shops cafes restaurants and similar actors","overskuddsmat/restemat","active","2016","","17","","https://www.toogoodtogo.com/no; https://data.brreg.no/enhetsregisteret/api/enheter?navn=TOO%20GOOD%20TO%20GO%20NORGE&size=5","Norwegian legal entity is mainly marketing/recruitment for the app; saved-meal or climate-effect KPIs need separate primary KPI source","A","Type A","PCQ","ready_for_verified_import","high","Do not use global saved-meal figures or app impact numbers as Norway-specific realized food-waste reduction without source.","2026-06-24"
"car-no-holdbart-as","HOLDBART AS","Holdbart","815664582","NO","Akershus","Vestby","https://www.holdbart.no/","company","matsvinn/prevention","retail","R1","resale of surplus goods and goods with short or poor shelf life through stores and online retail","overskuddsvarer/datovarer/mat og drikke","active","2015","","397","","https://www.holdbart.no/; https://data.brreg.no/enhetsregisteret/api/enheter?navn=HOLDBART%20AS&size=5","Official page and Brreg verify model and identity; exact avoided-waste tonnage and supplier mix need separate KPI source","A","Type A","PCQ","ready_for_verified_import","high","Do not treat resale volume or revenue as measured food-waste reduction without a KPI or annual-report source.","2026-06-24"
"car-no-matsentralen-norge","MATSENTRALEN NORGE","Food Banks Norway","919702974","NO","Oslo","Oslo","https://www.matsentralen.no/english","network","redistribusjon","distribution","R1","national food-bank network redistributing surplus food from food industry to non-profit organizations","overskuddsmat/mathjelp","active","2017","","6","","https://www.matsentralen.no/english; https://www.matsentralen.no/rapporter/arsrapport-matsentralen-norge; https://data.brreg.no/enhetsregisteret/api/enheter?navn=MATSENTRALEN%20NORGE&size=5","2024 redistributed-tonnage source exists but should be kept as network output not proof of total national food-waste prevention","A","Type A","PCQ","ready_for_verified_import","high","Do not present Matsentralen tonnes as total Norwegian saved food or as complete redistribution coverage.","2026-06-24"
"car-no-matvett-as","MATVETT AS","Matvett","997898397","NO","Oslo","Oslo","https://www.matvett.no","company","FoU/nettverk","support","multi","coordination knowledge and industry-agreement work for food-waste reduction across the value chain","matsvinnstatistikk/bransjeavtale","active","2012","","","","https://www.matvett.no/bransje/aktuelt/bransjeavtale-om-matsvinn; https://data.brreg.no/enhetsregisteret/api/enheter?navn=MATVETT%20AS&size=5","Matvett is a coordination and knowledge actor, not a producer retailer or waste handler","A","Type A","PCQ","ready_for_verified_import","high","Do not make Matvett a direct food-waste handler or producer. Keep effect claims tied to agreement/report sources.","2026-06-24"
"car-no-oda-norway-as","ODA NORWAY AS","Oda; Kolonial.no AS","912262510","NO","Oslo","Oslo","https://sustainability.oda.com/matsvinn","company","matsvinn/prevention","distribution","R1","order-driven online grocery model and food-waste management with reported waste as share of revenue","dagligvarer/matsvinn","active","2013","","1188","","https://sustainability.oda.com/matsvinn; https://data.brreg.no/enhetsregisteret/api/enheter?navn=ODA%20NORWAY%20AS&size=5","Oda's own waste metric is useful but needs preserved denominator and date/context before comparison with sector averages","A","Type A","source-shortlist","candidate_enrichment","high","Do not compare Oda's percentage to other actors without matching metric definitions and reporting year.","2026-06-24"
"car-no-totalctrl-as","TOTALCTRL AS","TotalCtrl","920004210","NO","Trondelag","Trondheim","https://totalctrl.com/","company","matsvinn/prevention","support","R1","software for inventory control expiry-date alerts food-waste reporting and waste prevention","inventory/expiry-date data/matvarestyring","active","2017","","","","https://totalctrl.com/; https://totalctrl.com/about-totalctrl-2/; https://data.brreg.no/enhetsregisteret/api/enheter?navn=TOTALCTRL%20AS&size=5","Actor-primary impact percentages are marketing claims and need customer/source separation before KPI import","A","Type A","source-shortlist","candidate_enrichment","medium","Do not use vendor-reported percentage reductions as independent evidence of national food-waste impact.","2026-06-24"
"car-no-havaristen-as","HAVARISTEN AS","Havaristen","998308992","NO","Oslo","Oslo","https://havaristen.no/","company","matsvinn/prevention","retail","R1","discount retail of surplus lots date goods packaging deviations and food and drink categories","overskuddspartier/datovarer/mat og drikke","active","2012","","","","https://havaristen.no/; https://data.brreg.no/enhetsregisteret/api/enheter?navn=HAVARISTEN&size=5","Food-waste mechanism is visible on retailer site but exact supplier streams and avoided-waste quantities are not verified","A","Type A","source-shortlist","candidate_enrichment","medium","Do not call all Havaristen inventory saved food waste; some lots may be non-food or general surplus goods.","2026-06-24"
"car-no-kuttmatsvinn-servering","KuttMatsvinn Servering / KuttMatsvinn2030","KuttMatsvinn2030","","NO","","","https://www.nhosh.no/bransjer/drift-og-service/kantine/matsvinn/","project","matsvinn/prevention","consumption","R1","Matvett-led collaboration with serving/canteen sector to reduce food waste under the industry agreement","servering/kantine matsvinn","active","","","","","https://www.nhosh.no/bransjer/drift-og-service/kantine/matsvinn/; https://www.matvett.no/bransje/aktuelt/bransjeavtale-om-matsvinn","Project/program row only; participant-level effects and company rows need separate source handling","A/B","Type A","source-shortlist","context","medium","Do not count a collaboration program as a direct actor output or participant compliance proof.","2026-06-24"
"car-no-bransjeavtale-matsvinn","Bransjeavtalen om reduksjon av matsvinn","Agreement to reduce food waste in Norway","","NO","","","https://www.regjeringen.no/no/tema/mat-fiske-og-landbruk/mat-og-ernaring/matsvinn/bransjeavtale-om-matsvinn-reduksjon/id2891198/","project","matsvinn/prevention","multi","multi","voluntary agreement between authorities and private actors to halve food waste by 2030","matsvinn i hele verdikjeden","active","2017","","","","https://www.regjeringen.no/no/tema/mat-fiske-og-landbruk/mat-og-ernaring/matsvinn/bransjeavtale-om-matsvinn-reduksjon/id2891198/; https://www.matvett.no/bransje/aktuelt/bransjeavtale-om-matsvinn","Agreement row supports ecosystem context only; it is not a company, network output or proof of individual actor performance","A","Type A","internal","context_source","high","Do not convert the 2030 goal into achieved reduction or actor-level compliance evidence.","2026-06-24"
"car-no-norsus-matsvinn-research","NORSUS matsvinn research","Norsk institutt for baerekraftsforskning AS; Ostfoldforskning","989861751","NO","Ostfold","Fredrikstad","https://norsus.no/en/forskningsomrade/matsvinn/","research","FoU/nettverk","research","unknown","food-waste research mapping causes quantities and measures across the value chain","matsvinn data and analysis","active","2006","","41","","https://norsus.no/en/forskningsomrade/matsvinn/; https://data.brreg.no/enhetsregisteret/api/enheter?navn=NORSUS&size=5","Research row verifies knowledge role only; project-level findings must be cited separately","A","Type A","source-shortlist","context","high","Do not treat research institute rows as producer, retailer or waste-handler coverage.","2026-06-24"
