type,id,year,domain,malformed,url,wayback_probe,title
Thesis,simonsen-2017,2017,ntnuopen.ntnu.no,0,https://ntnuopen.ntnu.no/ntnu-xmlui/handle/11250/2456020,https://web.archive.org/web/2026*/https://ntnuopen.ntnu.no/ntnu-xmlui/handle/11250/2456020,Digitaliseringen av norsk dagligvarehandel
SourceDoc,src-19,2022,openaccess.nhh.no,0,https://openaccess.nhh.no/,https://web.archive.org/web/2026*/https://openaccess.nhh.no/,Norway – the Black Sheep in the Scandinavian Grocery Industry
SourceDoc,src-22,2024,openaccess.nhh.no,0,https://openaccess.nhh.no/,https://web.archive.org/web/2026*/https://openaccess.nhh.no/,Restrictive covenants in the Norwegian grocery market
Report,oslo-economics-forsvar-2024,2024,osloeconomics.no,0,https://osloeconomics.no/wp-content/uploads/2024/06/Oslo-Economics-Konkurransen-i-dagligvaremarkedet-betydelig-bedre-enn-sitt-rykte.pdf,https://web.archive.org/web/2026*/https://osloeconomics.no/wp-content/uploads/2024/06/Oslo-Economics-Konkurransen-i-dagligvaremarkedet-betydelig-bedre-enn-sitt-rykte.pdf,Oslo Economics — Konkurransen bedre enn sitt rykte
SourceDoc,src-45,2024,osloeconomics.no,1,osloeconomics.no,https://web.archive.org/web/2026*/osloeconomics.no,Konkurransen i dagligvaremarkedet – betydelig bedre enn sitt rykte!
Report,plantefonden-projects-2023-2025,2025,plantefonden.dk,0,https://plantefonden.dk/,https://web.archive.org/web/2026*/https://plantefonden.dk/,Plantefonden — projekter og bevillinger 2023-2025
SourceDoc,src-151,2025,plantefonden.dk,0,https://plantefonden.dk/,https://web.archive.org/web/2026*/https://plantefonden.dk/,Plantefonden projects 2023-2025
Report,reitan-2024-25,2024,reitanretail.no,0,https://www.reitanretail.no/om-oss/rapporter,https://web.archive.org/web/2026*/https://www.reitanretail.no/om-oss/rapporter,Reitan Retail / REMA 1000 (2024/2025)
SourceDoc,src-54,2025,reitanretail.no,0,https://www.reitanretail.no/rapportering,https://web.archive.org/web/2026*/https://www.reitanretail.no/rapportering,Reitan Retail Års- og ansvarsrapport 2024 / Foreløpige tall 2025
Report,riksrevisjonen-matsikkerhet-2023,2023,riksrevisjonen.no,0,https://www.riksrevisjonen.no/rapporter-mappe/no-2023-2024/matsikkerhet-og-beredskap-pa-landbruksomradet/,https://web.archive.org/web/2026*/https://www.riksrevisjonen.no/rapporter-mappe/no-2023-2024/matsikkerhet-og-beredskap-pa-landbruksomradet/,Riksrevisjonen: Matsikkerhet og beredskap
SourceDoc,src-16,2023,riksrevisjonen.no,0,https://www.riksrevisjonen.no/rapporter-mappe/no-2023-2024/matsikkerhet-og-beredskap-pa-jordbruksomradet/,https://web.archive.org/web/2026*/https://www.riksrevisjonen.no/rapporter-mappe/no-2023-2024/matsikkerhet-og-beredskap-pa-jordbruksomradet/,Riksrevisjonens undersøkelse av matsikkerhet og beredskap på jordbruksområdet
Report,is-markedsstruktur-2024,2024,samkeppni.is,0,https://www.samkeppni.is/urlausnir/skyrslur/,https://web.archive.org/web/2026*/https://www.samkeppni.is/urlausnir/skyrslur/,Island — Markedskonsentrasjon og vertikal integrasjon
Report,is-samkeppni-annual-report-2024,2024,samkeppni.is,0,https://www.samkeppni.is/urlausnir/skyrslur/4-2025/,https://web.archive.org/web/2026*/https://www.samkeppni.is/urlausnir/skyrslur/4-2025/,Samkeppniseftirlitið Ársskýrsla 2024
Report,nbs-systemkritikk,2025,smabrukarlaget.no,0,https://www.smabrukarlaget.no/politikk/mat-og-produksjon/,https://web.archive.org/web/2026*/https://www.smabrukarlaget.no/politikk/mat-og-produksjon/,NBS — Systemkritikk
SourceDoc,src-40,2025,smabrukarlaget.no,1,smabrukarlaget.no,https://web.archive.org/web/2026*/smabrukarlaget.no,Plan for reell selvforsyning og jordbruksoppgjøret 2025
SourceDoc,src-81,2012,stat.fi,0,https://stat.fi/til/ktutk/2012/ktutk_2012_2014-05-26_tie_001_en.html,https://web.archive.org/web/2026*/https://stat.fi/til/ktutk/2012/ktutk_2012_2014-05-26_tie_001_en.html,Statistics Finland HBS 2012: Butikkavstand
Report,statistics-finland-biogas-2024,2025,stat.fi,0,https://stat.fi/en/publication/cm1kpvyg5cwuk07vwljv0s760,https://web.archive.org/web/2026*/https://stat.fi/en/publication/cm1kpvyg5cwuk07vwljv0s760,Two per cent more biogas was produced in 2024
SourceDoc,src-23,2019,stockholmresilience.org,0,https://www.stockholmresilience.org/,https://web.archive.org/web/2026*/https://www.stockholmresilience.org/,Nordic Food Systems for Improved Health and Sustainability
Report,stockholm-resilience-2019,2019,stockholmresilience.org,0,https://www.stockholmresilience.org/download/18.66e0efc517643c2b810381d/1618468740819/SRC_Report%20Nordic%20Food%20Systems_%20June%202019%20adapted.pdf,https://web.archive.org/web/2026*/https://www.stockholmresilience.org/download/18.66e0efc517643c2b810381d/1618468740819/SRC_Report%20Nordic%20Food%20Systems_%20June%202019%20adapted.pdf,Stockholm Resilience Centre — Nordic Food Systems
Thesis,rislakki-2024,2024,urn.fi,0,https://urn.fi/URN:NBN:fi:jyu-202404243036,https://web.archive.org/web/2026*/https://urn.fi/URN:NBN:fi:jyu-202404243036,Promoting the Planetary Health Diet in Grocery Retail: Comparison of Retail Chains in Finland
Thesis,segersven-2024,2024,urn.fi,0,https://urn.fi/URN:NBN:fi-fe2024043024001,https://web.archive.org/web/2026*/https://urn.fi/URN:NBN:fi-fe2024043024001,Development of risk management and resilience of supply chains in Finnish food industry companies post-COVID-19
SourceDoc,src-138,2024,2024.reitaneiendom.no,0,https://2024.reitaneiendom.no/,https://web.archive.org/web/2026*/https://2024.reitaneiendom.no/,Reitan Eiendom aarsrapport 2024
Thesis,nmbu-circular-vegetables-2022,2022,agris.fao.org,0,https://agris.fao.org/search/en/providers/122576/records/6474afcaf2e6fe92b3632ace,https://web.archive.org/web/2026*/https://agris.fao.org/search/en/providers/122576/records/6474afcaf2e6fe92b3632ace,Barriers and drivers to a circular economy for vegetables in the Norwegian food sector
Report,axfood-annual-report-2024,2024,axfood.com,0,https://www.axfood.com/investors/reports-and-presentations/annual-and-sustainability-report-2024/,https://web.archive.org/web/2026*/https://www.axfood.com/investors/reports-and-presentations/annual-and-sustainability-report-2024/,Axfood Annual and Sustainability Report 2024
SourceDoc,src-96,2024,bellona.no,0,https://bellona.no/project/ravareloftet,https://web.archive.org/web/2026*/https://bellona.no/project/ravareloftet,Raavareloeftet 2.0 (Bellona + Sjoemat Norge + forselskaper)
Report,biogas-danmark-outlook-2024,2024,biogas.dk,0,https://www.biogas.dk/wp-content/uploads/2024/05/Biogas-Outlook-2024-05-30-WEB-engelsk.pdf,https://web.archive.org/web/2026*/https://www.biogas.dk/wp-content/uploads/2024/05/Biogas-Outlook-2024-05-30-WEB-engelsk.pdf,Biogas Outlook 2024
Report,biokierto-biogas-finland-2030-2040-2024,2024,biokierto.fi,0,https://biokierto.fi/wp-content/uploads/2024/05/Biokaasun-tuotanto-ja-kaytto-Suomessa-2030-2035-ja-2040-artikkeli-10052024-1.pdf,https://web.archive.org/web/2026*/https://biokierto.fi/wp-content/uploads/2024/05/Biokaasun-tuotanto-ja-kaytto-Suomessa-2030-2035-ja-2040-artikkeli-10052024-1.pdf,"Biokaasun tuotanto ja kaytto Suomessa 2030, 2035 ja 2040"
Report,valio-sustainability-report-2024,2025,cdn-wp.valio.fi,0,https://cdn-wp.valio.fi/valio-wp-network/2025/04/Valio-Sustainability-Report-2024-light-version.pdf,https://web.archive.org/web/2026*/https://cdn-wp.valio.fi/valio-wp-network/2025/04/Valio-Sustainability-Report-2024-light-version.pdf,Valio Sustainability Report 2024
SourceDoc,src-148,2025,cheffelo.com,0,https://www.cheffelo.com/investors,https://web.archive.org/web/2026*/https://www.cheffelo.com/investors,Cheffelo Q4 2025 investor release
Report,civita-manifest-debatt,2023,civita.no,0,https://civita.no/okonomi/naeringspolitikk/svak-konkurranse-som-fortjent/,https://web.archive.org/web/2026*/https://civita.no/okonomi/naeringspolitikk/svak-konkurranse-som-fortjent/,Civita vs. Manifest — Matmaktdebatten
Report,coop-danmark-2024,2024,coop.dk,0,https://coop.dk/media/vvwp2bdy/coop-danmark-aarsrapport-2024.pdf,https://web.archive.org/web/2026*/https://coop.dk/media/vvwp2bdy/coop-danmark-aarsrapport-2024.pdf,Coop Danmark arsrapport 2024
Report,ifro-danish-soy-imports-2025,2025,curis.ku.dk,0,https://curis.ku.dk/ws/portalfiles/portal/471376644/IFRO_Documentation_2025_01.pdf,https://web.archive.org/web/2026*/https://curis.ku.dk/ws/portalfiles/portal/471376644/IFRO_Documentation_2025_01.pdf,Status of Danish imports of sustainable and deforestation- and conversion-free soy
SourceDoc,src-63,2026,data.brreg.no,0,https://data.brreg.no/enhetsregisteret/api,https://web.archive.org/web/2026*/https://data.brreg.no/enhetsregisteret/api,Norsk Bedriftsdata: Granulaer Kartlegging av 14 Nokkelaktorer
SourceDoc,src-80,2024,data.cdrc.ac.uk,0,https://data.cdrc.ac.uk/,https://web.archive.org/web/2026*/https://data.cdrc.ac.uk/,CDRC Priority Places for Food Index v2.1
SourceDoc,src-82,2025,dlf.se,0,https://dlf.se/download/1167-E8CD2BD7C83DEB69C493BFA61DBE64A0/dagligvarukartan2024-PPT.pdf,https://web.archive.org/web/2026*/https://dlf.se/download/1167-E8CD2BD7C83DEB69C493BFA61DBE64A0/dagligvarukartan2024-PPT.pdf,ECR Dagligvarukartan 2024/2025
SourceDoc,src-74,2025,eatforum.org,0,https://eatforum.org/eat-lancet-commission/,https://web.archive.org/web/2026*/https://eatforum.org/eat-lancet-commission/,EAT-Lancet Commission 2.0: Food in the Anthropocene
SourceDoc,src-33,2025,ec.europa.eu,1,ec.europa.eu/eurostat,https://web.archive.org/web/2026*/ec.europa.eu/eurostat,Purchasing Power Parities (PPP) survey results 2024
Report,sirkularitet-definisjoner-wur-emf,2023,ellenmacarthurfoundation.org,0,https://www.ellenmacarthurfoundation.org/topics/food/overview,https://web.archive.org/web/2026*/https://www.ellenmacarthurfoundation.org/topics/food/overview,Sirkulaer okonomi i matsystemer — definisjoner
SourceDoc,src-142,2024,en.kfst.dk,0,https://en.kfst.dk/media/51101,https://web.archive.org/web/2026*/https://en.kfst.dk/media/51101,KFST Evaluering af foedevarehandelsloven 2024
Report,evida-biogasstatus-danmark-2024,2025,evida.dk,0,https://evida.dk/nyheder/biogas-2024/,https://web.archive.org/web/2026*/https://evida.dk/nyheder/biogas-2024/,Biogasstatus for 2024
Report,danmark-groent-danmark-co2-avgift-2024,2024,fm.dk,0,https://fm.dk/nyheder/2024/juni/aftale-om-groent-danmark/,https://web.archive.org/web/2026*/https://fm.dk/nyheder/2024/juni/aftale-om-groent-danmark/,Aftale om Grønt Danmark
SourceDoc,src-95,2024,foodrise.org.uk,0,https://foodrise.org.uk/blue-empire-how-your-supermarket-salmon-is-impacting-communities-in-west-africa/,https://web.archive.org/web/2026*/https://foodrise.org.uk/blue-empire-how-your-supermarket-salmon-is-impacting-communities-in-west-africa/,Blue Empire: Matsikkerhetskonflikt norsk laksefor og Vest-Afrika
SourceDoc,src-157,2023,frontiersin.org,0,https://www.frontiersin.org/journals/sustainable-food-systems/articles/10.3389/fsufs.2023.1248984/full,https://web.archive.org/web/2026*/https://www.frontiersin.org/journals/sustainable-food-systems/articles/10.3389/fsufs.2023.1248984/full,Circular economy for aquatic food systems: insights from a multiscale phosphorus flow analysis in Norway
SourceDoc,src-94,2021,greenpeace.org,0,https://www.greenpeace.org/,https://web.archive.org/web/2026*/https://www.greenpeace.org/,Feeding a Monster: Vest-afrikansk fiskemel i norsk laksefor
Thesis,desilva-2023,2023,gupea.ub.gu.se,0,https://gupea.ub.gu.se/bitstreams/6e66da02-1db0-42e1-9271-dab77e2ec243/download,https://web.archive.org/web/2026*/https://gupea.ub.gu.se/bitstreams/6e66da02-1db0-42e1-9271-dab77e2ec243/download,Circular value creation in the Swedish seafood processing industry
Report,hagar-2024-25,2025,hagar.is,0,https://www.hagar.is/media/fgpfwir5/fr%C3%A9ttatilkynning-hagar-4f-2024-25-ensk.pdf,https://web.archive.org/web/2026*/https://www.hagar.is/media/fgpfwir5/fr%C3%A9ttatilkynning-hagar-4f-2024-25-ensk.pdf,Hagar plc — Management Report 2024/25 and Q4 Results
Thesis,brancoli-phd-2021,2021,hb.diva-portal.org,0,https://hb.diva-portal.org/smash/record.jsf?pid=diva2:1595067,https://web.archive.org/web/2026*/https://hb.diva-portal.org/smash/record.jsf?pid=diva2:1595067,Prevention and valorisation of surplus bread
Thesis,sundqvist-phd-2025,2025,helda.helsinki.fi,0,https://helda.helsinki.fi/items/2a30bdde-510d-4aa1-8641-f57183b51a6a,https://web.archive.org/web/2026*/https://helda.helsinki.fi/items/2a30bdde-510d-4aa1-8641-f57183b51a6a,Navigating a Transformative Governance Maze
Report,ica-gruppen-annual-report-2024,2024,icagruppen.se,0,https://www.icagruppen.se/globalassets/xx.-arsredovisning-2024/250221_icagruppen_annual_report_2024.pdf,https://web.archive.org/web/2026*/https://www.icagruppen.se/globalassets/xx.-arsredovisning-2024/250221_icagruppen_annual_report_2024.pdf,ICA Gruppen Annual Report 2024
Report,beredskap-island-melmolle-2025,2025,icelandreview.com,0,https://www.icelandreview.com/news/icelands-only-flour-mill-set-to-be-scrapped/,https://web.archive.org/web/2026*/https://www.icelandreview.com/news/icelands-only-flour-mill-set-to-be-scrapped/,Islands melmolle og matsuverenitet
Report,jordbruksverket-livsmedelskonsumtion-sverige-2024,2025,jordbruksverket.se,0,https://jordbruksverket.se/om-jordbruksverket/jordbruksverkets-officiella-statistik/jordbruksverkets-statistikrapporter/statistik/2025-12-11-livsmedelskonsumtion-och-naringsinnehall.--uppgifter-till-och-med-2024,https://web.archive.org/web/2026*/https://jordbruksverket.se/om-jordbruksverket/jordbruksverkets-officiella-statistik/jordbruksverkets-statistikrapporter/statistik/2025-12-11-livsmedelskonsumtion-och-naringsinnehall.--uppgifter-till-och-med-2024,Livsmedelskonsumtion och näringsinnehåll 2024
Report,finland-nutrition-recommendations-2024,2024,julkari.fi,0,https://www.julkari.fi/handle/10024/150005,https://web.archive.org/web/2026*/https://www.julkari.fi/handle/10024/150005,Kestavaa terveytta ruoasta
Report,kesko-annual-report-2024,2024,kesko.fi,0,https://www.kesko.fi/annual-reports,https://web.archive.org/web/2026*/https://www.kesko.fi/annual-reports,Kesko Annual Report 2024
SourceDoc,src-149,2019,kk.dk,0,https://www.kk.dk/,https://web.archive.org/web/2026*/https://www.kk.dk/,Koebenhavn Food Strategy 2019
Report,juridisk-eudr-norge-2025,2025,landbruksdirektoratet.no,0,https://www.landbruksdirektoratet.no/nb/skogbruk/eus-avskogingsforordning-eudr,https://web.archive.org/web/2026*/https://www.landbruksdirektoratet.no/nb/skogbruk/eus-avskogingsforordning-eudr,EUDR og norsk dagligvare
Thesis,rey-verge-2005,2005,learlab.com,0,https://www.learlab.com/conference2005/documents/rey_verge.pdf,https://web.archive.org/web/2026*/https://www.learlab.com/conference2005/documents/rey_verge.pdf,The Economics of Vertical Restraints
Report,luke-peat-soils-roadmap-finland-2024,2024,luke.fi,0,https://www.luke.fi/en/about-luke/responsibility/vastuullisuusraportti-2024/climatesmart-food-production-on-peat-soils,https://web.archive.org/web/2026*/https://www.luke.fi/en/about-luke/responsibility/vastuullisuusraportti-2024/climatesmart-food-production-on-peat-soils,Climate-smart food production on peat soils
Report,kbh-food-strategy-madhus,2025,maaltider.kk.dk,0,https://maaltider.kk.dk/for-koebenhavnere/mad-og-maaltidsstrategi,https://web.archive.org/web/2026*/https://maaltider.kk.dk/for-koebenhavnere/mad-og-maaltidsstrategi,Koebenhavns Madhus — maaltidstrategi og status
SourceDoc,src-32,2025,matvett.no,1,matvett.no,https://web.archive.org/web/2026*/matvett.no,Matsvinn i Norge 2024 — Status og utvikling
SourceDoc,src-154,2021,mdpi.com,0,https://www.mdpi.com/2071-1050/13/11/6231,https://web.archive.org/web/2026*/https://www.mdpi.com/2071-1050/13/11/6231,Managing a Circular Food System in Sustainable Urban Farming. Experimental Research at the Turku University Campus (Finland)
SourceDoc,src-49,2025,miljodirektoratet.no,1,miljodirektoratet.no,https://web.archive.org/web/2026*/miljodirektoratet.no,EUs forordning om avskogingsfrie produkter (EUDR)
Report,finland-food2030,2017,mmm.fi,0,https://mmm.fi/documents/1410837/1923148/lopullinen03032017ruoka2030_en.pdf/d7e44e69-7993-4d47-a5ba-58c393bbac28/lopullinen03032017ruoka2030_en.pdf,https://web.archive.org/web/2026*/https://mmm.fi/documents/1410837/1923148/lopullinen03032017ruoka2030_en.pdf/d7e44e69-7993-4d47-a5ba-58c393bbac28/lopullinen03032017ruoka2030_en.pdf,Food2030 — Government Report on Food Policy: Finland feeds us and the world
SourceDoc,src-158,2015,mst.dk,0,https://mst.dk/media/sexld3zc/potential-for-denmark-as-a-circular-economy-2015.pdf,https://web.archive.org/web/2026*/https://mst.dk/media/sexld3zc/potential-for-denmark-as-a-circular-economy-2015.pdf,Delivering the Circular Economy: A Toolkit for Policymakers — Denmark case study
Thesis,steien-2016,2016,munin.uit.no,0,https://munin.uit.no/handle/10037/10932,https://web.archive.org/web/2026*/https://munin.uit.no/handle/10037/10932,Matsikkerhet i Norge — er forsyningsberedskapen tilstrekkelig?
Report,naturvardsverket-livsmedelsavfall-sverige-2024,2025,naturvardsverket.se,0,https://www.naturvardsverket.se/data-och-statistik/avfall/avfall-mat/,https://web.archive.org/web/2026*/https://www.naturvardsverket.se/data-och-statistik/avfall/avfall-mat/,Livsmedelsavfall i Sverige 2024
SourceDoc,src-39,2024,nesafinland.fi,1,nesafinland.fi,https://web.archive.org/web/2026*/nesafinland.fi,National Emergency Supply Agency (NESA) / Huoltovarmuuskeskus (HVK)
Report,matsystemutvalget-2026,2026,nettsteder.regjeringen.no,0,https://nettsteder.regjeringen.no/matsystemutvalget/,https://web.archive.org/web/2026*/https://nettsteder.regjeringen.no/matsystemutvalget/,Matsystemutvalget — Status 2026
SourceDoc,src-98,2025,nmbu.no,0,https://www.nmbu.no/en/research/projects/nordicfeed,https://web.archive.org/web/2026*/https://www.nmbu.no/en/research/projects/nordicfeed,NordicFeed EUR 10M NordForsk-prosjekt: Gjaer/soppprotein
SourceDoc,src-161,2022,norden.diva-portal.org,0,https://norden.diva-portal.org/smash/get/diva2:1657847/FULLTEXT01,https://web.archive.org/web/2026*/https://norden.diva-portal.org/smash/get/diva2:1657847/FULLTEXT01,Low-carbon circular transition in the Nordics — predictive management and digital platforms
SourceDoc,src-76,2024,nordicagriresearch.org,0,https://nordicagriresearch.org/wp-content/uploads/2024/11/2-White-Paper-on-Nordic-Sustainable-Food-Systems.pdf,https://web.archive.org/web/2026*/https://nordicagriresearch.org/wp-content/uploads/2024/11/2-White-Paper-on-Nordic-Sustainable-Food-Systems.pdf,NKJ White Paper: Nordic Sustainable Food Systems — 12 intervensjonspunkter
SourceDoc,src-21,2026,oda.oslomet.no,0,https://oda.oslomet.no/,https://web.archive.org/web/2026*/https://oda.oslomet.no/,Kunnskapsgrunnlag om kundeprogrammene i dagligvaremarkedet
Report,akademia-sifo-retail-media-2025,2025,oslomet.no,0,https://www.oslomet.no/om/sifo/publikasjoner,https://web.archive.org/web/2026*/https://www.oslomet.no/om/sifo/publikasjoner,SIFO: Retail media og forbrukermakt
Report,oversikt-akademia-dyp-research,2025,press.nordicopenaccess.no,0,https://press.nordicopenaccess.no/index.php/noasp/catalog/book/93,https://web.archive.org/web/2026*/https://press.nordicopenaccess.no/index.php/noasp/catalog/book/93,Akademisk forskning paa nordisk dagligvare — oversikt
Report,pty-finnish-grocery-trade-2024,2024,pty.fi,0,https://www.pty.fi/wp-content/uploads/2024/06/Paivittaistavarakauppa-ry-2024-EN.pdf,https://web.archive.org/web/2026*/https://www.pty.fi/wp-content/uploads/2024/06/Paivittaistavarakauppa-ry-2024-EN.pdf,Finnish Grocery Trade Statistics 2024
SourceDoc,src-75,2025,publications.jrc.ec.europa.eu,0,https://publications.jrc.ec.europa.eu/repository/handle/JRC144579,https://web.archive.org/web/2026*/https://publications.jrc.ec.europa.eu/repository/handle/JRC144579,JRC SPP 2025: Green Public Procurement Criteria for Food and Catering
Report,harwatt-2024-environmental-sustainability-nordic-baltic,2024,pubmed.ncbi.nlm.nih.gov,0,https://pubmed.ncbi.nlm.nih.gov/39525325/,https://web.archive.org/web/2026*/https://pubmed.ncbi.nlm.nih.gov/39525325/,Environmental sustainability of Nordic-Baltic food production and consumption
Report,sou-2024-8-svensk-beredskap,2024,regeringen.se,0,https://www.regeringen.se/rattsliga-dokument/statens-offentliga-utredningar/2024/02/sou-20248/,https://web.archive.org/web/2026*/https://www.regeringen.se/rattsliga-dokument/statens-offentliga-utredningar/2024/02/sou-20248/,Livsmedelsberedskap for en ny tid
Report,riksrevisionen-2025-jordbrukets-klimatomstallning,2025,riksrevisionen.se,0,https://www.riksrevisionen.se/granskningar/granskningsrapporter/2025/statens-insatser-for-jordbrukets-klimatomstallning.html,https://web.archive.org/web/2026*/https://www.riksrevisionen.se/granskningar/granskningsrapporter/2025/statens-insatser-for-jordbrukets-klimatomstallning.html,Statens insatser for jordbrukets klimatomstallning
SourceDoc,src-99,2025,sa.uit.no,0,https://sa.uit.no/nyheter/artikkel?p_document_id=745023,https://web.archive.org/web/2026*/https://sa.uit.no/nyheter/artikkel?p_document_id=745023,Green Platform NOK 93.3M: Mikroalger CO2-basert
Thesis,stein-2022,2022,salford-repository.worktribe.com,0,https://salford-repository.worktribe.com/output/1322952/sustainable-food-procurement-in-public-catering-comparison-of-the-uk-with-denmark-sweden,https://web.archive.org/web/2026*/https://salford-repository.worktribe.com/output/1322952/sustainable-food-procurement-in-public-catering-comparison-of-the-uk-with-denmark-sweden,Sustainable food procurement in public catering: UK vs DK/SE
Report,salling-group-2024,2024,sallinggroup.com,0,https://sallinggroup.com/en/publications,https://web.archive.org/web/2026*/https://sallinggroup.com/en/publications,Salling Group Annual Report 2024 — Every Day Better
SourceDoc,src-163,2022,sjavarklasinn.is,0,https://sjavarklasinn.is/wp-content/uploads/2022/03/Analysis-mar22-2.pdf,https://web.archive.org/web/2026*/https://sjavarklasinn.is/wp-content/uploads/2022/03/Analysis-mar22-2.pdf,Seafood in the Circular Economy — Analysis March 2022
SourceDoc,src-97,2024,skretting.com,0,https://www.skretting.com/en-es/sustainability/sustainability-reporting/,https://web.archive.org/web/2026*/https://www.skretting.com/en-es/sustainability/sustainability-reporting/,Skretting Sustainability Report 2024: MicroBalance FLX
SourceDoc,src-43,2025,ssb.no,1,ssb.no/grensehandel,https://web.archive.org/web/2026*/ssb.no/grensehandel,Grensehandel — Statistikk over dagsturer til utlandet
SourceDoc,src-173,2025,statdb.luke.fi,0,https://statdb.luke.fi/PxWeb/pxweb/en/LUKE/LUKE__maa__02%20Ravintotase,https://web.archive.org/web/2026*/https://statdb.luke.fi/PxWeb/pxweb/en/LUKE/LUKE__maa__02%20Ravintotase,Balance Sheet for Food Commodities 2024 (preliminary) and 2023 (final)
SourceDoc,src-147,2025,stiftelsennorskmat.no,0,https://stiftelsennorskmat.no/,https://web.archive.org/web/2026*/https://stiftelsennorskmat.no/,Stiftelsen Norsk Mat - Lokalmatrapport 2025
Thesis,deljanin-2015,2015,studenttheses.cbs.dk,0,http://studenttheses.cbs.dk/bitstream/handle/10417/5762/sarah_roxenne_deljanin.pdf?sequence=1,https://web.archive.org/web/2026*/http://studenttheses.cbs.dk/bitstream/handle/10417/5762/sarah_roxenne_deljanin.pdf?sequence=1,Market's imperfections — Building a concerned market for food waste
Thesis,hagan-2025,2025,trace.tennessee.edu,0,https://trace.tennessee.edu/utk_gradthes/13882,https://web.archive.org/web/2026*/https://trace.tennessee.edu/utk_gradthes/13882,The Impact of Food Loss and Waste Reduction Practices on Consumer Grocery Store Choice
Thesis,lehtokunnas-phd-2023,2023,trepo.tuni.fi,0,https://trepo.tuni.fi/handle/10024/148898,https://web.archive.org/web/2026*/https://trepo.tuni.fi/handle/10024/148898,Enacting a Circular Economy
SourceDoc,src-155,2023,ui.adsabs.harvard.edu,0,https://ui.adsabs.harvard.edu/abs/2021RCR...16405218K/abstract,https://web.archive.org/web/2026*/https://ui.adsabs.harvard.edu/abs/2021RCR...16405218K/abstract,"Nested circularity in food systems: A Nordic case study on connecting biomass, nutrient and energy flows from field scale to continent"
Thesis,lindstrom-phd-2021,2021,umu.diva-portal.org,0,https://umu.diva-portal.org/smash/record.jsf?pid=diva2:1600403,https://web.archive.org/web/2026*/https://umu.diva-portal.org/smash/record.jsf?pid=diva2:1600403,Food for Thought: Essays on Green Public Procurement and the Market for Organic Food
Thesis,bueso-bordils-2021,2021,vbn.aau.dk,0,https://vbn.aau.dk/ws/files/423552694/Master_Thesis_Vicente_Bueso_Bordils.pdf,https://web.archive.org/web/2026*/https://vbn.aau.dk/ws/files/423552694/Master_Thesis_Vicente_Bueso_Bordils.pdf,Circular economy mapping on Bornholm island
SourceDoc,src-176,2024,www2.jordbruksverket.se,0,https://www2.jordbruksverket.se/download/18.41aa6e2218e54b01de91a5f9/1711375515932/ra24_3.pdf,https://web.archive.org/web/2026*/https://www2.jordbruksverket.se/download/18.41aa6e2218e54b01de91a5f9/1711375515932/ra24_3.pdf,Uppfoeljning och utvaerdering av livsmedelsstrategin - Rapport 2024:3
SourceDoc,src-159,2017,www2.mst.dk,0,https://www2.mst.dk/Udgiv/publications/2017/04/978-87-93529-80-9.pdf,https://web.archive.org/web/2026*/https://www2.mst.dk/Udgiv/publications/2017/04/978-87-93529-80-9.pdf,Food waste prevention in Denmark — LCA-based scenario analysis
