insight_id,insight_title,doc_id,doc_title,source,rank,confidence,decision
ins-01,Norsk selvforsyningsgrad under 50% for matvarer,cmmxa66wg004ity0drgitszkj,NIBIO: Norsk selvforsyningsgrad 2026,Report,81.99999809265137,high,y
ins-01,Norsk selvforsyningsgrad under 50% for matvarer,cmn7lflfh003sfy0d1mz0y95x,Mot et baerekraftig norsk matsystem: Effekt pa selvforsyningsgrad og norsk jordbruk ved redusert konsum av kjott,Thesis,72.00000286102295,high,
ins-01,Norsk selvforsyningsgrad under 50% for matvarer,cmn7lfldr0030fy0dkg2x7qst,Matpolitikk i Norge — fremdeles norsk? Norsk forvaltnings arbeid med politikkutvikling innenfor EOS,Thesis,44.000000953674316,high,
ins-01,Norsk selvforsyningsgrad under 50% for matvarer,cmmpax3gj0017u10deqydrmrp,EUDR og norsk dagligvare,Report,38.00000190734863,high,
ins-01,Norsk selvforsyningsgrad under 50% for matvarer,cmn7lfla0001pfy0d1c2qldtc,Gar det att oka graden av sjalvforsorjning? Svensk notkotts- och spannmalsproduktion,Thesis,36.000001430511475,high,
ins-01,Norsk selvforsyningsgrad under 50% for matvarer,cmmpax3g60013u10dviego17p,NBS — Systemkritikk,Report,30,high,
ins-01,Norsk selvforsyningsgrad under 50% for matvarer,cmmv9nxz70049w70dzuorewp5,"Prioritert masterlogg: Offentlige rapporter om matsystemer, dagligvaremakt, selvforsyning og matsikkerhet (2010–2026)",Document,14.200000762939453,medium,
ins-01,Norsk selvforsyningsgrad under 50% for matvarer,cmmxa66620033ty0d49joui46,Markedskonsentrasjon i Skandinavia,Document,12.90000057220459,medium,
ins-01,Norsk selvforsyningsgrad under 50% for matvarer,cmmpax3d00005u10dtuh0ykh7,Sentralt Kilderegister: Food Systems 2026,Document,12.600000381469727,medium,
ins-01,Norsk selvforsyningsgrad under 50% for matvarer,cmp11sfh50001zq0d0xllhueq,Produksjon av okologiske jordbruksvarer 2025,Document,12.600000381469727,medium,
ins-01,Norsk selvforsyningsgrad under 50% for matvarer,cmnyng110000yd50dvuprio2f,PDF-gjennomgang: Offentlige rapporter og utredninger,Document,12.600000381469727,medium,
ins-03,Nordisk matsikkerhetsstrategi mangler koordinering,cmmpax3i2001pu10dyrnjc98w,Sirkularitet i nordisk mat — dypanalyse,Report,38.00000190734863,high,
ins-03,Nordisk matsikkerhetsstrategi mangler koordinering,cmmv9nxrb0018w70du3q8av2t,Nordisk avhandlingsregister — matpolitikk,Report,32.00000047683716,high,
ins-03,Nordisk matsikkerhetsstrategi mangler koordinering,cmmqza93t001sy70dcwbyzm6v,Nordiske mat-tenkere og paavirkernettverk,Report,32.00000047683716,high,
ins-03,Nordisk matsikkerhetsstrategi mangler koordinering,cmo87fi8l00kiq30dv4w4v2xn,Perplexity Promptpack — Møte 7 (20.04.2026),Document,24,high,
ins-03,Nordisk matsikkerhetsstrategi mangler koordinering,cmn7lfl4d0004fy0d8rbhfxsd,Research Corpus Audit -- Food Systems 2026,Document,22.200000762939453,high,
ins-03,Nordisk matsikkerhetsstrategi mangler koordinering,cmo87ff59000aq30dug05vwd4,Research Corpus Audit -- Food Systems 2026,Document,22.200000762939453,high,
ins-03,Nordisk matsikkerhetsstrategi mangler koordinering,cmnyng10v000xd50dki28l95j,PDF-gjennomgang: Nordisk komparativ mappe,Document,18.400001525878906,high,
ins-03,Nordisk matsikkerhetsstrategi mangler koordinering,cmn7lflbd0026fy0d9gzydjoo,The Impact of Food Loss and Waste Reduction Practices on Consumer Grocery Store Choice,Thesis,18.000000715255737,high,
ins-03,Nordisk matsikkerhetsstrategi mangler koordinering,cmn7lflc8002gfy0dcl4adf21,Rema 1000: Nokkelen til succes pa det danske detailmarked,Thesis,18.000000715255737,high,
ins-03,Nordisk matsikkerhetsstrategi mangler koordinering,cmo87ff5z000eq30dh9polgas,Arkiv-indeks — research/,Document,15.000000953674316,high,
ins-03,Nordisk matsikkerhetsstrategi mangler koordinering,cmmpax3ej000lu10dexppjdhp,ICAs fall i Norge,Thesis,12.000000476837158,medium,
ins-05,Ten Step Start v2.0 anvendt pa matsystemer,cmmxl54f90005jw0dfhxplkvv,9. mars-notater — Utvidet Kontekst,Document,10.800000190734863,medium,
ins-05,Ten Step Start v2.0 anvendt pa matsystemer,cmmxl54eh0002jw0dckrm5ekw,Møtenotat 9. mars 2026 — Food Systems Transition Group,Document,10.800000190734863,medium,
ins-05,Ten Step Start v2.0 anvendt pa matsystemer,cmmpax3f1000ru10dlc6nv1ep,"Akademisk dypforskning: Nordiske matsystemer, markedskonsentrasjon og matpolitikk",Document,8.40000057220459,medium,
ins-05,Ten Step Start v2.0 anvendt pa matsystemer,cmmpax3vj003lu10d6xmim3j0,Gap List: Items Requiring Human Input Before Finalization,Document,8.100000381469727,medium,
ins-05,Ten Step Start v2.0 anvendt pa matsystemer,cmmpax3f9000tu10dox34ei1c,NIBIO: Metode for selvforsyningsberegning,Report,6.000000238418579,low,
ins-05,Ten Step Start v2.0 anvendt pa matsystemer,cmn7lfle20034fy0dc9vqxsim,Food Loss and Waste in the Fresh Potato Supply Chain of Denmark,Thesis,6.000000238418579,low,
ins-05,Ten Step Start v2.0 anvendt pa matsystemer,cmmv9nxpj000dw70dnnwvstxl,Supermarket food waste: Prevention and management,Thesis,6.000000238418579,low,
ins-05,Ten Step Start v2.0 anvendt pa matsystemer,cmmxa66n4003vty0dq5vqmsvl,Elintarvikemarkkinavaltuutetun toimintakertomus 2023,Report,6.000000238418579,low,
ins-05,Ten Step Start v2.0 anvendt pa matsystemer,cmmxa66s70048ty0dm7tpib23,Dagligvaretilsynet — Årsrapport 2022,Report,6.000000238418579,low,
ins-05,Ten Step Start v2.0 anvendt pa matsystemer,cmo7gxgqh008d060dyubm4b8m,Deep Research Progress: EAT Foundation,Document,5.400000095367432,low,
ins-06,EU Farm to Fork-strategien som rammeverk,cmmpax3dg0008u10d0422hpen,Markedskonsentrasjon i Skandinavia,Thesis,12.000000476837158,medium,
ins-06,EU Farm to Fork-strategien som rammeverk,cmmv9nxu4002jw70dswu4pwwy,Sirkulaer okonomi i matsystemer — definisjoner,Report,12.000000476837158,medium,
ins-06,EU Farm to Fork-strategien som rammeverk,cmn7lfldr0030fy0dkg2x7qst,Matpolitikk i Norge — fremdeles norsk? Norsk forvaltnings arbeid med politikkutvikling innenfor EOS,Thesis,12.000000476837158,medium,
ins-06,EU Farm to Fork-strategien som rammeverk,cmp11sfly000bzq0d14bxlvad,Iceland country profile - control system for organic production,Document,11.40000057220459,medium,
ins-06,EU Farm to Fork-strategien som rammeverk,cmmv9nxyj0044w70d4yizdtih,"Circular Food Systems – Rammeverk, Definisjoner og Operativt Kriteriesett",Document,8.800000190734863,medium,
ins-06,EU Farm to Fork-strategien som rammeverk,cmmv9ny0c004ow70dj7dtnnv1,Sirkulære matsystemer — Rammeverk og operativt kriteriesett,Document,7.300000190734863,low,
ins-06,EU Farm to Fork-strategien som rammeverk,cmmxl54g9000ajw0d2arpodk1,Oslo Innovasjonsprogram 2025 — Copy,Document,6.900000095367432,low,
ins-06,EU Farm to Fork-strategien som rammeverk,cmmxl54e20001jw0d5xz2y194,Oslo Innovasjonsprogram 2025 — Food Systems Application,Document,6.900000095367432,low,
ins-06,EU Farm to Fork-strategien som rammeverk,cmmv9nxpo000ew70dvu032q2p,Nar matsvinn blir et politikkomrade,Thesis,6.000000238418579,low,
ins-07,Gigamapping som metode for systemkartlegging,cmmpax3f1000ru10dlc6nv1ep,"Akademisk dypforskning: Nordiske matsystemer, markedskonsentrasjon og matpolitikk",Document,8.100000381469727,medium,
ins-07,Gigamapping som metode for systemkartlegging,cmmxa66s70048ty0dm7tpib23,Dagligvaretilsynet — Årsrapport 2022,Report,6.000000238418579,low,
ins-07,Gigamapping som metode for systemkartlegging,cmmpax3f9000tu10dox34ei1c,NIBIO: Metode for selvforsyningsberegning,Report,6.000000238418579,low,
ins-07,Gigamapping som metode for systemkartlegging,cmmv9nxpj000dw70dnnwvstxl,Supermarket food waste: Prevention and management,Thesis,6.000000238418579,low,
ins-07,Gigamapping som metode for systemkartlegging,cmn7lfle20034fy0dc9vqxsim,Food Loss and Waste in the Fresh Potato Supply Chain of Denmark,Thesis,6.000000238418579,low,
ins-07,Gigamapping som metode for systemkartlegging,cmo87ffa40010q30dkxh3x7qm,"PDF-gjennomgang: Forskningsinstitutt, NIBIO og NORSUS",Document,5.100000381469727,low,
ins-07,Gigamapping som metode for systemkartlegging,cmmv9nxvq0037w70d2y45dvsd,"Food Access, Food Deserts og Lokal HHI — Nordisk metodikk",Document,4,low,
ins-07,Gigamapping som metode for systemkartlegging,cmmxl54fi0006jw0d0m9q66ym,Drøfting Transition Groups — Metodikk og Governance,Document,2.5,low,
ins-07,Gigamapping som metode for systemkartlegging,cmmv9nxyo0045w70dai9qqd11,"Food Access, Food Deserts og Lokal HHI: Metoder, Kilder og Datasett for Nordisk og Komparativ Analyse",Document,2.4000000953674316,low,
ins-08,Biosirkel-modellen for sirkulaer matproduksjon,cmn7lflbb0025fy0drhokllg7,The Status of Operational Technology Cybersecurity within The Norwegian Food Supply Sector,Thesis,12.000000476837158,medium,
ins-08,Biosirkel-modellen for sirkulaer matproduksjon,cmn7lfldk002zfy0d7d1h5j56,Learning for Crisis: Improving food security in Uppsala County through participative localized food production,Thesis,12.000000476837158,medium,
ins-08,Biosirkel-modellen for sirkulaer matproduksjon,cmoh2g9av0056n60ditfesxc5,Scenarioanalyse av norsk jordbruk i 2050 med vekt på forholdet mellom kosthold utslipp import og matproduksjon,Report,10,medium,
ins-08,Biosirkel-modellen for sirkulaer matproduksjon,cmn7lfla0001pfy0d1c2qldtc,Gar det att oka graden av sjalvforsorjning? Svensk notkotts- och spannmalsproduktion,Thesis,6.000000238418579,low,
ins-08,Biosirkel-modellen for sirkulaer matproduksjon,cmoh2g8s10046n60d1rikrioz,Stockholm Resilience Centre — Nordic Food Systems,Report,6.000000238418579,low,
ins-08,Biosirkel-modellen for sirkulaer matproduksjon,cmmpax3hj001ju10dz0lgkf9p,Matsystemutvalget — Status 2026,Report,6.000000238418579,low,
ins-08,Biosirkel-modellen for sirkulaer matproduksjon,cmmxvfn6o001k1i0d19kek5be,"Klimatiltak i landbruket — Utredning om modeller, karbonlagring og bærekraftig matproduksjon",Document,3.700000047683716,low,
ins-08,Biosirkel-modellen for sirkulaer matproduksjon,cmo7gxjgq00k3060dt7i115mj,Deep Research Prompt Pack - Nordic Circular Food Landscape,Document,3.6000001430511475,low,
ins-08,Biosirkel-modellen for sirkulaer matproduksjon,cmmpax3jc001wu10d4a4veidh,"Tenketanker, NGO-er og sivilsamfunnsorganisasjoner: Nordiske matsystemer",Document,3.3000001907348633,low,
ins-08,Biosirkel-modellen for sirkulaer matproduksjon,cmmxvfo5f00351i0dop0d2r66,PubMed-søk: Relevante publikasjoner for Food Systems 2026,Document,3.3000001907348633,low,
ins-08,Biosirkel-modellen for sirkulaer matproduksjon,cmn7lflkq0053fy0dt58ftf9i,Sammendrag: Migrantarbeid i nordisk matproduksjon,Document,3.1000001430511475,low,
ins-100,"Koebenhavn 87,8% oekologisk i 70 000 daglige maaltider — samme budsjett",cmmxa66q70043ty0dbvm8m5xg,Nordic Food Markets — A Taste for Competition,Report,12.000000476837158,medium,
ins-100,"Koebenhavn 87,8% oekologisk i 70 000 daglige maaltider — samme budsjett",cmmv9nxqm000xw70dnly3nts1,Organic food conversion in Danish public kitchens,Thesis,12.000000476837158,medium,
ins-100,"Koebenhavn 87,8% oekologisk i 70 000 daglige maaltider — samme budsjett",cmnyng2fy00cdd50dtndm6dn3,Assessing the role of CAP for more sustainable and healthier food systems in Europe,Report,12.000000476837158,medium,
ins-100,"Koebenhavn 87,8% oekologisk i 70 000 daglige maaltider — samme budsjett",cmmxa66s70048ty0dm7tpib23,Dagligvaretilsynet — Årsrapport 2022,Report,6.000000238418579,low,
ins-100,"Koebenhavn 87,8% oekologisk i 70 000 daglige maaltider — samme budsjett",cmmv9nxqq000yw70dh65jiitb,Sustainable food procurement in public catering: UK vs DK/SE,Thesis,6.000000238418579,low,
ins-100,"Koebenhavn 87,8% oekologisk i 70 000 daglige maaltider — samme budsjett",cmo87ffd2001kq30dr57jdi3c,Nordiske og internasjonale benchmark-case for matsystemomstilling,Document,5.800000190734863,low,
ins-100,"Koebenhavn 87,8% oekologisk i 70 000 daglige maaltider — samme budsjett",cmo7gxgsc008q060ddk0uz6og,Nordiske og internasjonale benchmark-case for matsystemomstilling,Document,5.800000190734863,low,
ins-100,"Koebenhavn 87,8% oekologisk i 70 000 daglige maaltider — samme budsjett",cmo7gxgox0083060dg9rbv56k,Nordiske og internasjonale benchmark-case for matsystemomstilling,Document,5.800000190734863,low,
ins-100,"Koebenhavn 87,8% oekologisk i 70 000 daglige maaltider — samme budsjett",cmo87fgkv009zq30d2fidqzcn,Lag en komplett oversikt over aktive forskningsprogrammer på sirkulære matsystemer ved nordiske universiteter og institutter (2024–2026). Inkluder:,Document,3.9000000953674316,low,
ins-100,"Koebenhavn 87,8% oekologisk i 70 000 daglige maaltider — samme budsjett",cmmpax3so002nu10dnuztrpba,Nordisk HoReCa og Storhusholdning: Komparativ Analyse (2024-2026),Document,3.9000000953674316,low,
ins-102,"Cheffelo SEK 1,188 mrd — nordens stoerste maaltidskasse-aktoer",cmoh2g7ko0025n60dcwn1goud,Cheffelo Arsredovisning Hallbarhetsrapport 2025 SE,Report,10,medium,
ins-102,"Cheffelo SEK 1,188 mrd — nordens stoerste maaltidskasse-aktoer",cmoh2g7lv0026n60dcolj78t1,Matsmart Ars och hallbarhetsredovisning 2024,Report,10,medium,
ins-102,"Cheffelo SEK 1,188 mrd — nordens stoerste maaltidskasse-aktoer",cmoh2g7y3002qn60db9h8xn98,cheffelo publicerar trading update for q1 2026,Report,10,medium,
ins-102,"Cheffelo SEK 1,188 mrd — nordens stoerste maaltidskasse-aktoer",cmo7gxgou0082060de2z51ph9,Alternative distribusjonskanaler som utfordrer og kompletterer dagligvarekjedene i Norden,Document,3.9000000953674316,low,
ins-102,"Cheffelo SEK 1,188 mrd — nordens stoerste maaltidskasse-aktoer",cmo7gxgo4007y060dsrg4cdu1,Alternative distribusjonskanaler som utfordrer og kompletterer dagligvarekjedene i Norden,Document,3.9000000953674316,low,
ins-102,"Cheffelo SEK 1,188 mrd — nordens stoerste maaltidskasse-aktoer",cmo87ffcw001jq30dd5ipihrh,Alternative distribusjonskanaler som utfordrer og kompletterer dagligvarekjedene i Norden,Document,3.9000000953674316,low,
ins-102,"Cheffelo SEK 1,188 mrd — nordens stoerste maaltidskasse-aktoer",cmo87fhkh00fpq30dgvpu2j3i,Denmark Insect producer Enorm Biofactory insolvent,Document,3.3000001907348633,low,
ins-102,"Cheffelo SEK 1,188 mrd — nordens stoerste maaltidskasse-aktoer",cmn7lflnk006bfy0dh1ujrepw,Sammendrag: HelloFresh og måltidskasser i Norden,Document,3.3000001907348633,low,
ins-103,Etableringsbarrierer: 7-dimensjonal modell fra nordiske failed entrants,cmmxa66oq003zty0dhw4emg34,Salling Group / Coop Danmark-oppkjop,Report,44.000000953674316,high,
ins-103,Etableringsbarrierer: 7-dimensjonal modell fra nordiske failed entrants,cmmpax3ee000ju10deoz7hzrs,Hvorfor mislyktes Lidl med a etablere seg pa det norske markedet?,Thesis,40,high,
ins-103,Etableringsbarrierer: 7-dimensjonal modell fra nordiske failed entrants,cmmxa66ft003lty0dicalq1ip,Coop Aarsresultat 2024,Report,32.00000047683716,high,
ins-103,Etableringsbarrierer: 7-dimensjonal modell fra nordiske failed entrants,cmn7lflf5003mfy0dvfnndzkg,Fremtidens Coop — En virksomhed i forandring,Thesis,28.000001907348633,high,
ins-103,Etableringsbarrierer: 7-dimensjonal modell fra nordiske failed entrants,cmmxa66620033ty0d49joui46,Markedskonsentrasjon i Skandinavia,Document,27.600000381469727,high,
ins-103,Etableringsbarrierer: 7-dimensjonal modell fra nordiske failed entrants,cmmxa66ma003sty0dvqa38351,Salling Group Annual Report 2024 — Every Day Better,Report,24.000000953674316,high,
ins-103,Etableringsbarrierer: 7-dimensjonal modell fra nordiske failed entrants,cmmv9nxys0046w70dov6it3a9,Nordisk Dagligvaremarked: Markedsstruktur og Validering 2024–2026,Document,18,high,
ins-103,Etableringsbarrierer: 7-dimensjonal modell fra nordiske failed entrants,cmmpax3ne002du10ddlbworj8,"Nordisk komparativ analyse: Matsystemer i Danmark, Sverige og Finland",Document,16.80000114440918,high,
ins-103,Etableringsbarrierer: 7-dimensjonal modell fra nordiske failed entrants,cmmpax3ml002au10dkoagzsuj,Nordic Food Retail Market Structures: Comparative Research,Document,16.5,high,
ins-103,Etableringsbarrierer: 7-dimensjonal modell fra nordiske failed entrants,cmmpax3dq000bu10do4j2krnq,Analyse af Salling Group A/S og Coop Danmark A/S,Thesis,16.00000023841858,high,
ins-103,Etableringsbarrierer: 7-dimensjonal modell fra nordiske failed entrants,cmmpax3rs002lu10dr8rtsh2l,"Grossist, distribusjon og logistikkinfrastruktur i Norden",Document,14.100000381469727,medium,
ins-104,Mathem/Oda/Axfood online grocery — konsolidering endte i rekonstruksjon 2024,cmmxa66en003jty0dfu0gblcb,Axfood Annual and Sustainability Report 2024,Report,40,high,y
ins-104,Mathem/Oda/Axfood online grocery — konsolidering endte i rekonstruksjon 2024,cmmxa66jf003oty0drnkzsson,Kesko Annual Report 2024,Report,30,high,
ins-104,Mathem/Oda/Axfood online grocery — konsolidering endte i rekonstruksjon 2024,cmmpax3fh000vu10d9n5a20ml,Nordisk sammenligning 2024,Report,22.000000476837158,high,
ins-104,Mathem/Oda/Axfood online grocery — konsolidering endte i rekonstruksjon 2024,cmmv9nxys0046w70dov6it3a9,Nordisk Dagligvaremarked: Markedsstruktur og Validering 2024–2026,Document,14.100000381469727,medium,
ins-104,Mathem/Oda/Axfood online grocery — konsolidering endte i rekonstruksjon 2024,cmn7lflnn006cfy0dald6x546,Sammendrag: Mathem og Mat.se — svensk nettdagligvare,Document,13.300000190734863,medium,
ins-104,Mathem/Oda/Axfood online grocery — konsolidering endte i rekonstruksjon 2024,cmn7lflij004mfy0do38vf0si,Nordic Master's Theses: Grocery Market Concentration & Food Systems,Document,11.800000190734863,medium,
ins-104,Mathem/Oda/Axfood online grocery — konsolidering endte i rekonstruksjon 2024,cmmpax3ml002au10dkoagzsuj,Nordic Food Retail Market Structures: Comparative Research,Document,11.100000381469727,medium,
ins-104,Mathem/Oda/Axfood online grocery — konsolidering endte i rekonstruksjon 2024,cmmpax3rs002lu10dr8rtsh2l,"Grossist, distribusjon og logistikkinfrastruktur i Norden",Document,11.100000381469727,medium,
ins-104,Mathem/Oda/Axfood online grocery — konsolidering endte i rekonstruksjon 2024,cmn7lfldu0031fy0dcmksj3re,Promoting the Planetary Health Diet in Grocery Retail: Comparison of Retail Chains in Finland,Thesis,10,medium,
ins-104,Mathem/Oda/Axfood online grocery — konsolidering endte i rekonstruksjon 2024,cmn7lflau001zfy0dmc5vjzab,Common Grocery Self-Service Checkout Failures That Customers Can Resolve Without Employee Assistance,Thesis,10,medium,
ins-104,Mathem/Oda/Axfood online grocery — konsolidering endte i rekonstruksjon 2024,cmn7lflcw002qfy0dy4j0xsx9,Assessment of Grocery eCommerce in Scandinavia,Thesis,10,medium,
ins-105,"Too Good To Go 120 millioner brukere / 1,35 megatonn CO2e unngaatt",cmmxa66ft003lty0dicalq1ip,Coop Aarsresultat 2024,Report,44.000000953674316,high,
