file,kind,bytes,sha256,paired_text_file,paired_text_bytes,notes
downloads/dk-landbrugsstyrelsen-okologiske-jordbrugsbedrifter-2024.pdf,pdf,6133663,e492a65a159a5359a379027fc8204d6721bbd6594352aad426324fac46b73298,text/dk-landbrugsstyrelsen-okologiske-jordbrugsbedrifter-2024.txt,242274,downloaded_and_extracted
downloads/dk-okologisk-landsforening-arsrapport-2025.pdf,pdf,1386879,96e70306cebe76263ce45674328107d1d6b09626e6cd16a18c94f1918e82844e,text/dk-okologisk-landsforening-arsrapport-2025.txt,51162,downloaded_and_extracted
downloads/dk-organic-denmark-market-report-2025.pdf,pdf,26813090,ff2aae27b47bb7fc821bb890a785fd98c9789ec8b4c3afedac020f577e8f88a5,text/dk-organic-denmark-market-report-2025.txt,110016,downloaded_and_extracted
downloads/fi-proluomu-market-2024.html,html,37970,234c7f7215a38409683ddbf65edebd914917dbfe7c8edb61e28015abc83ef8d0,text/fi-proluomu-market-2024.txt,3858,downloaded_and_extracted
downloads/fi-proluomu-organics-in-finland.html,html,36373,5b3ed218f126ea29f09e798b4a3ad64c1b26b41d2812ed33e2d335cbf482ebde,text/fi-proluomu-organics-in-finland.txt,6774,downloaded_and_extracted
downloads/fi-ruokavirasto-luomuvalvonta-2024.html,html,21703,0e3180b48ed65f527f2fa010920f83793a724b58b2609e1dc7a6c6903851acb9,text/fi-ruokavirasto-luomuvalvonta-2024-html.txt,2332,downloaded_and_extracted
downloads/fi-ruokavirasto-luomuvalvonta-2024.pdf,pdf,731772,da2b448f73e58c773df0055090abf06f5c96d05d9c7fd9cacd84ee0aff032f86,text/fi-ruokavirasto-luomuvalvonta-2024.txt,102518,downloaded_and_extracted
downloads/is-esa-country-profile-iceland-2023.pdf,pdf,1078310,48f54751755b63cf630ac0a203785961cb4da5a8678d9189275e6cc2220db550,text/is-esa-country-profile-iceland-2023.txt,108898,downloaded_and_extracted
downloads/is-esa-official-controls-2023.pdf,pdf,738045,8bde5c903d688c94468e38a9402ecbc846c291fa4d797d5c1dbcdb1eef3070ec,text/is-esa-official-controls-2023.txt,47256,downloaded_and_extracted
downloads/is-mast-arsskyrsla-2024.html,html,124397,ad8702cbe44e17243f747995fc84193f52f1e7c1852914a718ad6f1cdd5dced9,text/is-mast-arsskyrsla-2024.txt,33871,downloaded_and_extracted
downloads/no-debio-statistikk-2024.pdf,pdf,1030225,380b2ede7c82dcff99d48a11f7737c5ae4bece85b81127425b8eaa3190f63a01,text/no-debio-statistikk-2024.txt,51222,downloaded_and_extracted
downloads/no-landbruksdirektoratet-okologiske-jordbruksvarer-2025-press.html,html,134327,a8d5e618174271ed0349f235c442058f146c359313df9ed135b8832c11090ccb,text/no-landbruksdirektoratet-okologiske-jordbruksvarer-2025-press.txt,5560,downloaded_and_extracted
downloads/no-landbruksdirektoratet-okologiske-jordbruksvarer-2025.pdf,pdf,1703404,d19172cc7dcb461ea32ce0ba3aae2c89310d3677c356d52b1162aaeab83ceae4,text/no-landbruksdirektoratet-okologiske-jordbruksvarer-2025.txt,210600,downloaded_and_extracted
downloads/nordic-fibl-ifoam-organic-world-2026.pdf,pdf,15263030,4d9de438a4d5b003a0d4465f8c9ea93bb0f69dacfc14578b050508c63eaa5e5f,text/nordic-fibl-ifoam-organic-world-2026.txt,1030220,downloaded_and_extracted
downloads/se-ekologiska-arsrapporten-2024.pdf,pdf,2798004,51466dde261c41fe43c273da4ec0bd51c7e53eb31b27c2f7973dc5aa2695c463,text/se-ekologiska-arsrapporten-2024.txt,227968,downloaded_and_extracted
downloads/se-ekomatcentrum-ekologiska-marknadsrapporten-2024.pdf,pdf,3007209,b635c464fbfd9971f1087c329525ade6cf38f50a19ceeaf5495271ece7d6d56c,text/se-ekomatcentrum-ekologiska-marknadsrapporten-2024.txt,341994,downloaded_and_extracted
downloads/se-jordbruksverket-ekologisk-animalieproduktion-2024.html,html,114498,4b024136009d059c0f58943f2ef6a6d2cd83104f6786f6314a6afe61be74ee91,text/se-jordbruksverket-ekologisk-animalieproduktion-2024.txt,17579,downloaded_and_extracted
downloads/se-jordbruksverket-ekologisk-vaxtodling-2024.html,html,121769,51aa96b20cc61d71713a467712e2a9dad458fc09cde9efe03548457bc5e35aa8,text/se-jordbruksverket-ekologisk-vaxtodling-2024.txt,18533,downloaded_and_extracted
downloads/se-krav-rapporter.html,html,129561,1262f68e1ca6e65bc844c44111b6a2c322460eaf2346a577cb2caf0f11166fa0,text/se-krav-rapporter.txt,5955,downloaded_and_extracted
downloads/is-tun-vottunarskra-2026.html,html,154845,2e5da296633bb7054e4a4d9523925e5f4aa4fbc848bc418432ed786cbd1e7910,text/is-tun-vottunarskra-2026.txt,3555,downloaded_and_extracted
downloads/is-tun-lifraent-vottun-2026.html,html,332044,4db8dc55bfaf15231f6a4c32054cd734710a0a87e2ee890bb1ea637de757ce69,text/is-tun-lifraent-vottun-2026.txt,6555,downloaded_and_extracted
downloads/is-eea-area-under-organic-farming-2025.html,html,998055,bc6ee84465b9df87eeacee30687e38987225e7862843e513839c0d9b5fc427b3,text/is-eea-area-under-organic-farming-2025.txt,3294,downloaded_and_extracted
downloads/is-hagstofa-sdg-2-4-1-2026.html,html,38309,71cd0abfb9366a35ef411f7f6391bca86184d48fbf3977b39bfdb4889ea89821,text/is-hagstofa-sdg-2-4-1-2026.txt,1914,downloaded_and_extracted
downloads/is-government-organic-action-plan-2024.pdf,pdf,5933417,9a29ec9b4993b639cd7af6ac5eef0365f6a7e3e87c1784421513d260cb17a36f,text/is-government-organic-action-plan-2024.txt,36804,downloaded_and_extracted
downloads/is-traces-organic-operator-issued-2026.json,json,384051,d3fd4aaf4e9d0891594a6f1330499650a8f1c7efd542f9c26a0339a3a6bcd04a,exports/is_traces_organic_operator_issued_2026.csv,15255,downloaded_and_normalized
downloads/is-traces-organic-operator-public-statuses-2026.json,json,481778,896723fa640bc17db370f1f497a557b0282e932bd50f650536ecaba692cd2147,exports/is_traces_organic_operator_summary_2026.csv,4027,downloaded_and_summarized
downloads/is-statice-agriculture-2026.html,html,297292,802d86e86525c44563ac08d4b304feca8d2b650af7313ca8de80adc0a93aefc7,text/is-statice-agriculture-2026.txt,12323,downloaded_and_extracted
downloads/is-statice-production-in-agriculture-2024-news-2026.html,html,303327,acf31a6a6d99bc893160a059da3b037887ca1e2a8dba193cfea3b65541fb2703,text/is-statice-production-in-agriculture-2024-news-2026.txt,12565,downloaded_and_extracted
downloads/is-statice-production-value-agriculture-2024-news-2026.html,html,304638,6187314aa3611253b2350db487c0d3c9b152bb99727ed579ab67145d2cc5d1c4,text/is-statice-production-value-agriculture-2024-news-2026.txt,13367,downloaded_and_extracted
downloads/is-lifraent-island-home-2026.html,html,221921,9af9633fc71fe1ff0a5cd0aae8a0b0fad4012d9bd3e1d71d63658e00e3e359d6,text/is-lifraent-island-home-2026.txt,8192,downloaded_and_extracted
downloads/is-lifraent-island-home-wp-rest-2026.json,json,42576,a7ecbe25c510877f5fdec4ef2772ba19ec7ef6d7058ff5f4ab02ccfa9183c0d4,text/is-lifraent-island-home-wp-rest-2026.txt,3032,downloaded_and_extracted
downloads/is-tun-vottunarskra-2026-refresh.html,html,154845,5f1d2d4a9edd66746eb238bb0136f2cf167963597126f10acbb860e8976233d7,text/is-tun-vottunarskra-2026-refresh.txt,3499,refreshed_duplicate_snapshot_not_primary_manifest_row
exports/is_hagstofa_agriculture_pxweb_catalog_2026-04-29.csv,csv,8549,5aa35a677d3f2acb7c98015c5d83d01c1466faa9bfb98aa364082d1e2da8f2a7,,,generated_from_pxweb_catalog
exports/is_lifraent_island_map_entries_2026-04-29.csv,csv,8351,1218a20163f35ee27acc242f38a32674ad38bf3b33d0c342365f9e6003b00e3f,,,generated_from_homepage_map
downloads/se-krav-effektrapport-2025.pdf,pdf,11000948,00fddfae6ed6e5233bdbd14563017241f75833d29d4d54aa67ace6f1ef6c9d58,text/se-krav-effektrapport-2025.txt,111255,downloaded_and_extracted
downloads/se-krav-ekobarometer-2025-april.pdf,pdf,3569612,3db2b5635374bbeee5f204a2c10cf718766a868cc0287494dec258a74d99c6a4,text/se-krav-ekobarometer-2025-april.txt,26560,downloaded_and_extracted
downloads/se-krav-ekobarometer-2024-oktober-beredskap.pdf,pdf,2474788,29d3561940136f37e9020356a61223d17de487183f8802d75c882c11934debf7,text/se-krav-ekobarometer-2024-oktober-beredskap.txt,20383,downloaded_and_extracted
downloads/se-krav-ekobarometer-2024-april.pdf,pdf,3202141,d146ea343417b5428dc3d56002be34d19b59cb48c780b1d4bc91662fda475a62,text/se-krav-ekobarometer-2024-april.txt,31272,downloaded_and_extracted
